EXACT_RANGE_EXP,EXACT_RANGE_EXP_6,EXPECTATION,EXACT_RANGE_EXP,EXACT_RANGE_EXP_6,
7300,23800,7200,600,11100,
6700,24400,7200,600,11100,
6700,22900,8700,600,11100,
6700,22900,8100,1200,11100,
6700,22900,8100,600,11700,
6100,22900,8100,600,12300,
6700,22300,8100,600,12300,
6700,23800,6600,600,12300,
6700,23800,7200,0,12300,
6700,23800,7200,0,12300,
5800,22900,6300,0,15000,
6400,22300,6300,0,15000,
8800,21400,4800,0,15000,
8800,19900,7800,0,13500,
8800,19900,7800,0,13500,
8200,19900,7800,0,14100,
6700,18700,10500,0,14100,
5200,21700,9000,0,14100,
5200,21700,9600,0,13500,
5200,21700,9600,0,13500,
4600,21700,9600,0,14100,
4000,21100,9600,0,15300,
4000,19600,11100,0,15300,
4000,19600,12000,0,14400,
4000,19600,12000,0,14400,
3400,19600,12000,0,15000,
4000,19000,12000,0,15000,
4000,19000,12000,0,15000,
4000,19000,12000,0,15000,
4000,19000,12000,0,15000,
4600,19000,12000,0,14400,
4000,19600,12000,0,14400,
4000,18100,13500,0,14400,
4000,19600,12600,0,13800,
4000,19600,12600,0,13800,
4600,19600,12600,0,13200,
5200,19000,12600,0,13200,
5200,17500,14100,0,13200,
4000,17500,12900,0,15600,
4000,17500,12900,0,15600,
3400,17500,12900,0,16200,
4000,16900,12900,0,16200,
4000,18400,11400,0,16200,
4000,18400,12900,0,14700,
4000,18400,12900,0,14700,
4600,18400,12900,0,14100,
5200,17800,12900,0,14100,
5200,16300,14400,0,14100,
5200,15100,13200,0,16500,
5200,15100,13200,0,16500,
3700,15100,11700,0,19500,
4900,14500,11700,0,18900,
4900,13000,13200,0,18900,
4900,13000,11700,0,20400,
4900,13000,11700,0,20400,
4300,13000,11700,0,21000,
4900,12400,11700,0,21000,
4900,10900,13200,0,21000,
4900,10900,14700,0,19500,
4900,10900,14700,0,19500,
4300,10900,14700,0,20100,
3700,10300,14700,0,21300,
3700,11800,13200,0,21300,
3700,11800,11700,0,22800,
3700,11800,11700,0,22800,
2500,11800,10500,0,25200,
1900,12400,10500,0,25200,
1900,10900,12000,0,25200,
1900,10900,10500,0,26700,
1900,10900,10500,0,26700,
400,10900,9000,0,29700,
800,10500,9000,0,29700,
800,9000,10500,0,29700,
800,9000,11700,0,28500,
800,9000,11700,0,28500,
2400,9000,10900,0,27700,
3000,8400,10900,0,27700,
3000,9900,9400,0,27700,
3000,12300,7900,0,26800,
3000,12300,7900,0,26800,
2400,12300,7900,0,27400,
3000,11700,7900,0,27400,
6000,10200,6400,0,27400,
6000,10200,5200,0,28600,
6000,10200,5200,0,28600,
6600,10200,5200,0,28000,
6600,10200,5200,0,28000,
6600,8700,6700,0,28000,
6600,8700,8200,0,26500,
6600,8700,8200,0,26500,
6000,8700,8200,0,27100,
5400,9300,8200,0,27100,
5400,10500,7000,0,27100,
5400,9000,5500,0,30100,
5400,9000,5500,0,30100,
6000,9000,5500,0,29500,
5400,9600,5500,0,29500,
5400,8100,4000,0,32500,
5400,6900,2800,0,34900,
5400,6900,2800,0,34900,
4200,6900,1600,0,37300,
3600,7500,1600,0,37300,
3600,9000,100,0,37300,
3600,9000,100,0,37300,
3600,9000,100,0,37300,
4200,9000,100,0,36700,
3600,8400,100,0,37900,
3600,9000,100,0,37300,
3600,9000,100,0,37300,
3600,9000,100,0,37300,
3000,9000,100,0,37900,
2400,8400,100,0,39100,
2400,9000,100,0,38500,
2400,9000,100,0,38500,
2400,9000,100,0,38500,
1800,8400,100,0,39700,
1200,9600,100,0,39100,
600,10800,100,0,38500,
600,10800,100,0,38500,
600,10800,100,0,38500,
0,10800,100,0,39100,
0,10800,100,0,39100,
0,11400,100,0,38500,
0,11400,100,0,38500,
0,11400,100,0,38500,
0,11400,100,0,38500,
0,11400,100,0,38500,
0,12000,100,0,37900,
0,12000,100,0,37900,
0,12000,100,0,37900,
0,12600,100,0,37300,
0,12600,100,0,37300,
0,13200,100,0,36700,
0,13200,100,0,36700,
0,13200,100,0,36700,
0,13800,100,0,36100,
0,13800,100,0,36100,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19800,100,0,30100,
0,19800,100,0,30100,
0,19800,100,0,30100,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19800,100,0,30100,
0,19800,100,0,30100,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,22200,100,0,27700,
0,22200,100,0,27700,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,22200,100,0,27700,
0,22200,100,0,27700,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,22200,100,0,27700,
0,22200,100,0,27700,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,22200,100,0,27700,
0,22200,100,0,27700,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,23400,100,0,26500,
0,23400,100,0,26500,
0,24000,100,0,25900,
0,24000,100,0,25900,
0,24000,100,0,25900,
0,23400,100,0,26500,
0,23400,100,0,26500,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,23400,100,0,26500,
0,23400,100,0,26500,
0,24000,100,0,25900,
0,24000,100,0,25900,
0,24000,100,0,25900,
0,23400,100,0,26500,
0,23400,100,0,26500,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,22200,100,0,27700,
0,22200,100,0,27700,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,23400,100,0,26500,
0,23400,100,0,26500,
0,24000,100,0,25900,
0,24000,100,0,25900,
0,24000,100,0,25900,
0,24600,100,0,25300,
0,24600,100,0,25300,
0,25200,100,0,24700,
0,25200,100,0,24700,
0,25200,100,0,24700,
0,24600,100,0,25300,
0,24600,100,0,25300,
0,24000,100,0,25900,
0,24000,100,0,25900,
0,24000,100,0,25900,
0,23400,100,0,26500,
0,23400,100,0,26500,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,23400,100,0,26500,
0,23400,100,0,26500,
0,23400,100,0,26500,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,22200,100,0,27700,
0,22200,100,0,27700,
0,22200,100,0,27700,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,22200,100,0,27700,
0,22200,100,0,27700,
0,22200,100,0,27700,
0,22800,100,0,27100,
0,22800,100,0,27100,
0,22200,100,0,27700,
0,22200,100,0,27700,
0,22200,100,0,27700,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,19800,100,0,30100,
0,19800,100,0,30100,
0,19800,100,0,30100,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19800,100,0,30100,
0,19800,100,0,30100,
0,19800,100,0,30100,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,19800,100,0,30100,
0,19800,100,0,30100,
0,19800,100,0,30100,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,22200,100,0,27700,
0,22200,100,0,27700,
0,22200,100,0,27700,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,19800,100,0,30100,
0,19800,100,0,30100,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19800,100,0,30100,
0,19800,100,0,30100,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,21600,100,0,28300,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,21000,100,0,28900,
0,21000,100,0,28900,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,20400,100,0,29500,
0,19800,100,0,30100,
0,19800,100,0,30100,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,19200,100,0,30700,
0,18600,100,0,31300,
0,18600,100,0,31300,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,18000,100,0,31900,
0,17400,100,0,32500,
0,17400,100,0,32500,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16800,100,0,33100,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,13800,100,0,36100,
0,13800,100,0,36100,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,13800,100,0,36100,
0,13800,100,0,36100,
0,13800,100,0,36100,
0,14400,100,0,35500,
0,14400,100,0,35500,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15000,100,0,34900,
0,15600,100,0,34300,
0,15600,100,0,34300,
0,16200,100,0,33700,
0,16200,100,0,33700,
0,16200,100,0,33700,
