CALL_MAN,SIMPLE_RANGE_EXP,SIMPLE_RANGE_EXP,EXPECTATION,EXPECTATION
0,0,19500,11800,18700
0,0,19200,12100,18700
0,0,18900,12400,18700
0,0,18600,12700,18700
0,0,18600,12400,19000
0,0,18300,12400,19300
0,0,18000,12700,19300
0,0,17700,13000,19300
0,0,17400,13300,19300
0,0,17400,11800,20800
0,0,17700,11800,20500
0,0,17400,12100,20500
0,0,17100,12400,20500
0,300,16800,12400,20500
0,300,16800,12100,20800
0,300,16200,12100,21400
0,600,15900,12100,21400
0,1200,15300,12100,21400
0,1200,15000,12400,21400
0,1200,15000,12100,21700
0,1500,15000,12100,21400
0,1200,15300,12100,21400
0,900,15600,12100,21400
0,900,15300,12400,21400
0,900,15300,12700,21100
0,1200,15300,12700,20800
0,2100,14400,12700,20800
0,1800,14700,12700,20800
0,1800,14400,13000,20800
0,1800,14400,12700,21100
0,2100,14400,12700,20800
0,2700,13800,12700,20800
0,3300,13200,12700,20800
0,3300,12900,13000,20800
0,3300,12900,12700,21100
0,3900,12900,12700,20500
0,3600,13200,12700,20500
0,4200,12600,12700,20500
0,4200,12300,13000,20500
0,4200,12300,12700,20800
0,4800,12300,12700,20200
0,4800,12300,12700,20200
0,4500,12600,12700,20200
0,4500,12300,13000,20200
0,4500,12300,13600,19600
0,4800,12300,13600,19300
0,4500,12600,13600,19300
0,0,17100,13600,19300
0,1200,17100,12400,19300
0,1200,17100,12100,19600
0,1500,17100,12100,19300
0,0,18600,12100,19300
0,0,18300,12400,19300
0,0,18000,12700,19300
0,0,18000,12400,19600
0,0,18300,12400,19300
0,0,18000,12700,19300
0,0,17700,13000,19300
0,0,17400,13300,19300
0,0,17400,13600,19000
0,0,17700,13600,18700
0,0,18300,13000,18700
0,0,18000,13300,18700
0,0,16200,11800,22000
0,0,16200,10300,23500
0,0,15900,10300,23800
0,0,15600,10600,23800
0,0,15300,10900,23800
0,0,15000,11200,23800
0,0,15000,12100,22900
0,0,15300,12100,22600
0,0,15000,12400,22600
0,0,14700,12700,22600
0,0,14400,13000,22600
0,0,14400,13600,22000
0,0,14700,13600,21700
0,0,14400,13900,21700
0,0,14100,14200,21700
0,300,13800,14200,21700
0,300,13800,13900,22000
0,300,12900,13900,22900
0,600,12600,13900,22900
0,300,12900,13900,22900
0,300,12600,14200,22900
0,300,12600,13900,23200
0,300,12900,13900,22900
0,600,12600,13900,22900
0,300,12900,13900,22900
0,300,12600,14200,22900
0,300,12600,13900,23200
0,300,12900,13900,22900
0,0,13200,13900,22900
0,0,12900,14200,22900
0,0,12600,14500,22900
0,0,12600,14200,23200
0,0,12900,14200,22900
0,0,12600,14500,22900
0,0,12300,14800,22900
0,0,12900,14200,22900
0,0,12900,13900,23200
0,0,13200,13900,22900
0,300,12900,13900,22900
0,0,13200,13900,22900
0,0,12900,14200,22900
0,0,12900,13600,23500
0,0,12300,13600,24100
0,0,12000,13900,24100
0,0,12900,13000,24100
0,0,11400,12400,26200
0,0,11400,12100,26500
0,0,11700,12100,26200
0,300,11400,12100,26200
0,0,11700,12100,26200
0,0,11400,12400,26200
0,0,11400,13000,25600
0,0,12000,13000,25000
0,0,11700,13300,25000
0,0,12300,12700,25000
0,0,12900,12100,25000
0,0,12900,11500,25600
0,0,13200,11500,25300
0,0,12900,11800,25300
0,0,12600,12100,25300
0,0,12300,12400,25300
0,0,12300,13600,24100
0,0,12600,13600,23800
0,0,12300,13900,23800
0,0,13500,12700,23800
0,0,13200,13000,23800
0,0,13200,12400,24400
0,0,13500,12400,24100
0,0,13200,12700,24100
0,0,14400,11500,24100
0,0,14100,11800,24100
0,0,14100,12400,23500
0,0,14400,12400,23200
0,0,14100,12700,23200
0,0,13800,13000,23200
0,0,13500,13300,23200
0,0,13500,13000,23500
0,0,13800,13000,23200
0,0,13500,13300,23200
0,0,13200,13600,23200
0,0,12900,12100,25000
0,0,12900,11800,25300
0,0,13200,11800,25000
0,0,13800,11200,25000
0,0,13500,11500,25000
0,0,13200,11800,25000
0,0,13200,11500,25300
0,0,13800,11500,24700
0,0,12300,13000,24700
0,0,12000,13300,24700
0,0,11700,13600,24700
0,0,11700,13000,25300
0,0,12000,13000,25000
0,0,11700,13300,25000
0,0,11400,13600,25000
0,0,11100,13900,25000
0,0,11100,15100,23800
0,0,11400,15100,23500
0,0,9900,16600,23500
0,0,9600,16900,23500
0,0,9300,17200,23500
0,0,9300,18700,22000
0,0,9600,18700,21700
0,0,9300,19000,21700
0,0,9000,19300,21700
0,0,8700,19600,21700
0,0,8700,19300,22000
0,0,9000,19300,21700
0,0,9000,19300,21700
0,300,8700,19300,21700
0,300,9300,18700,21700
0,300,9300,19300,21100
0,300,9600,19300,20800
0,600,9300,19300,20800
0,300,9600,19300,20800
0,300,9300,19600,20800
0,300,9300,18400,22000
0,300,9900,18400,21400
0,0,10200,18400,21400
0,0,8700,19900,21400
0,0,8400,20200,21400
0,0,8400,19900,21700
0,0,7800,19900,22300
0,0,7500,20200,22300
0,0,7200,21700,21100
0,0,6900,22000,21100
0,0,6900,21700,21400
0,0,12300,20200,17500
0,0,12900,19600,17500
0,0,12600,19900,17500
0,0,12300,20200,17500
0,0,12300,19900,17800
0,0,12900,19900,17200
0,0,12600,20200,17200
0,0,12300,20500,17200
0,0,12000,20800,17200
0,0,12000,21400,16600
0,0,12300,21400,16300
0,0,12000,21700,16300
0,0,12000,21700,16300
0,0,11700,22000,16300
0,0,11700,21700,16600
0,0,8100,21700,20200
0,0,7800,22000,20200
0,0,9000,20800,20200
0,0,9600,20200,20200
0,0,9600,19900,20500
0,0,9900,19900,20200
0,0,9600,20200,20200
0,0,9300,20500,20200
0,0,9000,20800,20200
0,0,9000,20500,20500
0,0,8700,20500,20800
0,0,9300,19900,20800
0,0,9000,20200,20800
0,0,8700,20500,20800
0,0,8700,20200,21100
0,0,9000,20200,20800
0,0,9900,19300,20800
0,0,10500,18700,20800
0,0,11400,17800,20800
0,0,11400,17500,21100
0,0,11700,17500,20800
0,0,11400,17800,20800
0,0,11100,18100,20800
0,300,10800,18100,20800
0,300,10800,17800,21100
0,300,11100,17800,20800
0,600,10800,17800,20800
0,300,11100,17800,20800
0,300,9600,19300,20800
0,300,9600,19000,21100
0,300,3000,19000,27700
0,600,2700,19000,27700
0,1200,2100,19000,27700
0,1200,600,20500,27700
0,1200,600,20200,28000
0,1500,600,20200,27700
0,1200,900,20200,27700
0,900,1200,20200,27700
0,900,900,20500,27700
0,900,900,20200,28000
0,1200,900,20200,27700
0,900,1200,20200,27700
0,1500,600,20200,27700
0,1500,300,20500,27700
0,2400,300,20500,26800
0,3000,300,20500,26200
0,1500,300,22000,26200
0,1200,300,22300,26200
0,1200,0,22600,26200
0,1200,0,23200,25600
0,1500,0,23200,25300
0,1200,0,23500,25300
0,900,0,23800,25300
0,0,0,23800,26200
0,0,0,23500,26500
0,0,0,23800,26200
0,0,0,23800,26200
0,0,0,23800,26200
0,0,0,23800,26200
0,0,0,23500,26500
0,600,0,23500,25900
0,300,0,23800,25900
0,0,0,24100,25900
0,0,0,24100,25900
0,0,0,23800,26200
0,0,0,24100,25900
0,0,0,24100,25900
0,0,0,24100,25900
0,0,0,24100,25900
0,0,0,23800,26200
0,300,0,23800,25900
0,600,0,23500,25900
0,1200,0,22900,25900
0,900,0,22900,26200
0,900,0,22600,26500
0,1500,0,22600,25900
0,1200,0,22900,25900
0,900,0,23200,25900
0,900,0,23200,25900
0,900,0,22900,26200
0,1200,0,22900,25900
0,900,0,23200,25900
0,0,0,24100,25900
0,0,0,24100,25900
0,0,0,24100,25900
0,0,0,24400,25600
0,0,0,24400,25600
0,0,0,24400,25600
0,0,0,24400,25600
0,0,0,24100,25900
0,0,0,24400,25600
0,0,0,24400,25600
0,0,0,24400,25600
0,0,0,24400,25600
0,0,0,23800,26200
0,0,0,24100,25900
0,0,0,24100,25900
0,0,0,24100,25900
0,0,0,24100,25900
0,0,0,23800,26200
0,0,0,24100,25900
0,0,0,24100,25900
0,0,0,24100,25900
0,0,0,24100,25900
0,0,0,23800,26200
0,0,0,24400,25600
0,0,0,24400,25600
0,0,0,24400,25600
0,0,0,24400,25600
0,0,0,24100,25900
0,300,0,24100,25600
0,600,0,23800,25600
0,300,0,24100,25600
0,300,0,24100,25600
0,300,0,23500,26200
0,300,0,23800,25900
0,600,0,23500,25900
0,300,0,23800,25900
0,0,0,23800,26200
0,0,0,23500,26500
0,0,0,23800,26200
0,0,0,23800,26200
0,0,0,23800,26200
0,0,0,23800,26200
0,0,0,24400,25600
0,0,0,24700,25300
0,0,0,24700,25300
0,0,0,24700,25300
0,0,0,24700,25300
0,0,0,24400,25600
0,300,0,24400,25300
0,600,0,24100,25300
0,300,0,24400,25300
0,300,0,24400,25300
0,300,0,24100,25600
0,300,0,24400,25300
0,600,0,24100,25300
0,300,0,24400,25300
0,300,0,24400,25300
0,300,0,25000,24700
0,300,0,26200,23500
0,300,0,26200,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26200,23800
0,300,0,26200,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26200,23800
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26200,23800
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,25900,24100
0,300,0,25900,23800
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,25900,24100
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,26500,23500
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,27400,22600
0,0,0,27700,22300
0,0,0,27700,22300
0,0,0,27700,22300
0,0,0,27700,22300
0,0,0,27400,22600
0,0,0,27700,22300
0,0,0,27700,22300
0,0,0,27700,22300
0,0,0,27700,22300
0,0,0,27400,22600
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,27700,22300
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,27700,22300
0,300,0,27700,22000
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,25900,24100
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,25600,24400
0,0,0,25900,24100
0,0,0,25900,24100
0,0,0,25900,24100
0,0,0,25900,24100
0,0,0,25600,24400
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26500,23500
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26500,23500
0,300,0,26500,23200
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26500,23500
0,300,0,26500,23200
0,600,0,26200,23200
0,300,0,26500,23200
0,0,0,26500,23500
0,0,0,26200,23800
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26200,23800
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26200,23800
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26200,23800
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,27400,22600
0,0,0,27700,22300
0,0,0,27700,22300
0,0,0,27700,22300
0,0,0,27700,22300
0,0,0,27400,22600
0,0,0,27700,22300
0,0,0,27700,22300
0,0,0,27700,22300
0,0,0,27700,22300
0,0,0,27400,22600
0,300,0,27400,22300
0,600,0,27100,22300
0,300,0,27400,22300
0,0,0,28300,21700
0,0,0,28000,22000
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28000,22000
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28000,22000
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28000,22000
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26200,23800
0,300,0,26200,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26800,23200
0,0,0,27100,22900
0,0,0,27100,22900
0,0,0,27100,22900
0,0,0,27100,22900
0,0,0,26800,23200
0,300,0,26800,22900
0,0,0,27100,22900
0,0,0,27100,22900
0,0,0,27100,22900
0,0,0,26800,23200
0,0,0,27100,22900
0,0,0,27100,22900
0,0,0,27100,22900
0,0,0,27100,22900
0,0,0,26800,23200
0,0,0,27400,22600
0,0,0,27400,22600
0,0,0,27400,22600
0,0,0,27400,22600
0,0,0,26200,23800
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26200,23800
0,300,0,26200,23500
0,600,0,25900,23500
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25000,25000
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25900,24100
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,25900,24100
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,26200,23800
0,0,0,25900,24100
0,300,0,25900,23800
0,600,0,25600,23800
0,300,0,25900,23800
0,0,0,25900,24100
0,0,0,27400,22600
0,0,0,25900,24100
0,0,0,25900,24100
0,0,0,25900,24100
0,0,0,25900,24100
0,0,0,25600,24400
0,300,0,25600,24100
0,600,0,25300,24100
0,300,0,25600,24100
0,0,0,25600,24400
0,0,0,25300,24700
0,300,0,25300,24400
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26500,23500
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26800,23200
0,0,0,26200,23800
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25300,24700
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25000,25000
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25000,25000
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25000,25000
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25000,25000
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25000,25000
0,300,0,25000,24700
0,600,0,24700,24700
0,300,0,25000,24700
0,300,0,25000,24700
0,300,0,24700,25000
0,300,0,25000,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25000,25000
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25000,25000
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25300,24700
0,0,0,25600,24400
0,0,0,25900,24100
0,0,0,25900,24100
0,0,0,25900,24100
0,0,0,25900,24100
0,0,0,25600,24400
0,0,0,25900,24100
0,0,0,25900,24100
0,0,0,25900,24100
0,0,0,25900,24100
0,0,0,25300,24700
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25300,24700
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25300,24700
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25300,24700
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,25600,24400
0,0,0,26200,23800
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,26500,23500
0,0,0,27700,22300
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,27700,22300
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28000,22000
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28300,21700
0,0,0,28600,21400
0,0,0,28900,21100
0,0,0,28900,21100
0,0,0,28900,21100
0,0,0,28900,21100
0,0,0,28600,21400
0,0,0,28900,21100
0,0,0,28900,21100
0,0,0,28900,21100
0,0,0,28900,21100
0,0,0,28600,21400
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,28900,21100
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,30400,19600
0,0,0,30700,19300
0,0,0,30700,19300
0,0,0,30700,19300
0,0,0,30700,19300
0,0,0,30400,19600
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29500,20500
0,0,0,28900,21100
0,0,0,28900,21100
0,0,0,28900,21100
0,0,0,28900,21100
0,0,0,29500,20500
0,300,0,29500,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29500,20500
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29500,20500
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29500,20500
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,30100,19900
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30100,19900
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30100,19900
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30100,19900
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30700,19300
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,30700,19300
0,0,0,30100,19900
0,0,0,30100,19900
0,0,0,30100,19900
0,0,0,30100,19900
0,0,0,29800,20200
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,28900,21100
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,28600,21400
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,28600,21400
0,0,0,28900,21100
0,0,0,28900,21100
0,0,0,28900,21100
0,0,0,28900,21100
0,0,0,28600,21400
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,28000,22000
0,0,0,28300,21700
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28300,21700
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28300,21700
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,29200,20800
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28300,21700
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28600,21400
0,0,0,28300,21700
0,600,0,28300,21100
0,300,0,28600,21100
0,600,0,28300,21100
0,600,0,28300,21100
0,600,0,28000,21400
0,1200,0,28000,20800
0,900,0,28300,20800
0,600,0,28600,20800
0,600,0,28600,20800
0,600,0,29500,19900
0,900,0,29500,19600
0,600,0,29800,19600
0,300,0,30100,19600
0,0,0,30100,19900
0,0,0,29800,20200
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,30700,19300
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,29200,20800
0,0,0,29500,20500
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,28300,21700
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29500,20500
0,300,0,29500,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,31000,19000
0,0,0,31300,18700
0,0,0,31300,18700
0,0,0,31300,18700
0,0,0,31300,18700
0,0,0,31000,19000
0,0,0,31300,18700
0,0,0,31300,18700
0,0,0,31300,18700
0,0,0,31300,18700
0,0,0,31000,19000
0,300,0,31000,18700
0,600,0,30700,18700
0,300,0,31000,18700
0,300,0,31000,18700
0,300,0,30400,19300
0,300,0,30700,19000
0,600,0,30400,19000
0,1200,0,29800,19000
0,600,0,29800,19600
0,600,0,30400,19000
0,900,0,30400,18700
0,600,0,30700,18700
0,300,0,31000,18700
0,300,0,31000,18700
0,300,0,30700,19000
0,300,0,31000,18700
0,600,0,30700,18700
0,300,0,31000,18700
0,300,0,31000,18700
0,300,0,30700,19000
0,300,0,31000,18700
0,600,0,30700,18700
0,1200,0,30100,18700
0,1200,0,30100,18700
0,1200,0,29800,19000
0,1500,0,29800,18700
0,1200,0,30100,18700
0,900,0,30400,18700
0,600,0,30400,19000
0,600,0,30100,19300
0,0,0,30100,19900
0,0,0,30100,19900
0,0,0,30100,19900
0,0,0,30100,19900
0,0,0,29800,20200
0,0,0,30100,19900
0,0,0,30100,19900
0,0,0,30100,19900
0,0,0,30100,19900
0,0,0,29800,20200
0,0,0,30100,19900
0,0,0,30100,19900
0,0,0,30100,19900
0,0,0,30100,19900
0,0,0,29800,20200
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30400,19600
0,0,0,30700,19300
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,31600,18400
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,30700,19300
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,31000,19000
0,0,0,29500,20500
0,300,0,29500,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29500,20500
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29500,20500
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29500,20500
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29500,20500
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29800,20200
0,0,0,29500,20500
0,0,0,29800,20200
0,0,0,29800,20200
