SIMPLE_RANGE,EXACT_RANGE,EXACT_RANGE,EXPECTATION,EXPECTATION
200,100,100,37200,12400
200,100,100,37200,12400
200,100,100,37800,11800
200,100,100,38100,11500
200,100,100,38100,11500
200,100,100,38100,11500
200,100,100,38100,11500
200,100,100,37800,11800
200,100,100,38100,11500
200,100,100,38100,11500
200,100,100,38100,11500
200,100,100,38100,11500
200,100,100,36600,13000
200,100,100,36000,13600
200,100,100,36000,13600
200,100,100,36000,13600
200,100,100,36000,13600
200,100,100,36900,12700
200,100,100,37200,12400
200,100,100,37200,12400
200,100,100,37200,12400
200,100,100,37200,12400
200,100,100,36900,12700
200,100,100,38400,11200
200,100,100,38400,11200
200,100,100,38400,11200
200,100,100,38400,11200
200,100,100,39900,9700
200,100,100,40200,9400
200,100,100,40200,9400
200,100,100,40200,9400
200,100,100,40200,9400
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39600,10000
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39600,10000
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39600,10000
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39600,10000
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,40500,9100
200,100,100,40800,8800
200,100,100,40800,8800
200,100,100,40800,8800
200,100,100,40800,8800
200,100,100,40500,9100
200,100,100,39000,10600
200,100,100,39000,10600
200,100,100,39000,10600
200,100,100,39000,10600
200,100,100,38700,10900
200,100,100,39000,10600
200,100,100,39000,10600
200,100,100,39000,10600
200,100,100,39000,10600
200,100,100,38700,10900
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,39900,9700
200,100,100,41400,8200
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41400,8200
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41400,8200
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41400,8200
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41100,8500
200,100,100,41400,8200
200,100,100,41400,8200
200,100,100,41400,8200
200,100,100,41400,8200
200,100,100,41100,8500
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,42300,7300
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42300,7300
200,100,100,42900,6700
200,100,100,42900,6700
200,100,100,42900,6700
200,100,100,42900,6700
200,100,100,43500,6100
200,100,100,43800,5800
200,100,100,43800,5800
200,100,100,43800,5800
200,100,100,43800,5800
200,100,100,43500,6100
200,100,100,43800,5800
200,100,100,43800,5800
200,100,100,43800,5800
200,100,100,43800,5800
200,100,100,43500,6100
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42300,7300
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,41400,8200
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41400,8200
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41400,8200
200,100,100,42000,7600
200,100,100,42000,7600
200,100,100,42000,7600
200,100,100,42000,7600
200,100,100,41700,7900
200,100,100,42000,7600
200,100,100,42000,7600
200,100,100,42000,7600
200,100,100,42000,7600
200,100,100,41700,7900
200,100,100,42000,7600
200,100,100,42000,7600
200,100,100,42000,7600
200,100,100,42000,7600
200,100,100,41400,8200
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,41700,7900
200,100,100,42300,7300
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42300,7300
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,43200,6400
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,43200,6400
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,43200,6400
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,44100,5500
200,100,100,44400,5200
200,100,100,44400,5200
200,100,100,44400,5200
200,100,100,44400,5200
200,100,100,43800,5800
200,100,100,44100,5500
200,100,100,44100,5500
200,100,100,44100,5500
200,100,100,44100,5500
200,100,100,43800,5800
200,100,100,44100,5500
200,100,100,44100,5500
200,100,100,44100,5500
200,100,100,44100,5500
200,100,100,43800,5800
200,100,100,42900,6700
200,100,100,42900,6700
200,100,100,42900,6700
200,100,100,42900,6700
200,100,100,42600,7000
200,100,100,42900,6700
200,100,100,42900,6700
200,100,100,42900,6700
200,100,100,42900,6700
200,100,100,43500,6100
200,100,100,43800,5800
200,100,100,43800,5800
200,100,100,43800,5800
200,100,100,43800,5800
200,100,100,43200,6400
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42600,7000
200,100,100,42300,7300
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,43200,6400
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,43500,6100
200,100,100,44400,5200
200,100,100,44700,4900
200,100,100,44700,4900
200,100,100,44700,4900
200,100,100,44700,4900
200,100,100,44100,5500
200,100,100,44400,5200
200,100,100,44400,5200
200,100,100,44400,5200
200,100,100,44400,5200
200,100,100,45000,4600
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45000,4600
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45000,4600
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45000,4600
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45000,4600
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45000,4600
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45900,3700
200,100,100,46500,3100
200,100,100,46500,3100
200,100,100,46500,3100
200,100,100,46500,3100
200,100,100,46200,3400
200,100,100,46500,3100
200,100,100,46500,3100
200,100,100,46500,3100
200,100,100,46500,3100
200,100,100,45000,4600
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45000,4600
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45300,4300
200,100,100,45000,4600
200,100,100,43800,5800
200,100,100,43800,5800
200,100,100,43800,5800
200,100,100,43800,5800
200,100,100,45300,4300
200,100,100,45600,4000
200,100,100,45600,4000
200,100,100,45600,4000
200,100,100,45600,4000
200,100,100,45300,4300
200,100,100,44700,4900
200,100,100,44700,4900
200,100,100,44700,4900
200,100,100,44700,4900
200,100,100,44400,5200
200,100,100,44700,4900
200,100,100,44700,4900
200,100,100,44700,4900
200,100,100,44700,4900
200,100,100,46200,3400
200,100,100,46500,3100
200,100,100,46500,3100
200,100,100,46500,3100
200,100,100,46500,3100
200,100,100,46200,3400
200,100,100,46500,3100
200,100,100,46500,3100
200,100,100,46500,3100
200,100,100,46500,3100
200,100,100,48000,1600
200,100,100,48300,1300
200,100,100,48300,1300
200,100,100,48300,1300
200,100,100,48300,1300
200,100,100,48000,1600
200,100,100,47100,2500
200,100,100,47100,2500
200,100,100,47100,2500
200,100,100,47100,2500
200,100,100,46500,3100
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45600,4000
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45600,4000
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45600,4000
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45600,4000
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45300,4300
200,100,100,44700,4900
200,100,100,44700,4900
200,100,100,44700,4900
200,100,100,44700,4900
200,100,100,44400,5200
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45600,4000
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45600,4000
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,46200,3400
200,100,100,46200,3400
200,100,100,46200,3400
200,100,100,46200,3400
200,100,100,45900,3700
200,100,100,46200,3400
200,100,100,46200,3400
200,100,100,46200,3400
200,100,100,46200,3400
200,100,100,45600,4000
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45600,4000
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45600,4000
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45600,4000
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,45900,3700
200,100,100,46500,3100
200,100,100,46800,2800
200,100,100,46800,2800
200,100,100,46800,2800
200,100,100,46800,2800
200,100,100,46500,3100
200,100,100,46800,2800
200,100,100,46800,2800
200,100,100,46800,2800
200,100,100,46800,2800
200,100,100,48000,1600
200,100,100,48300,1300
200,100,100,48300,1300
200,100,100,48300,1300
200,100,100,48300,1300
200,100,100,48000,1600
200,100,100,48300,1300
200,100,100,48300,1300
200,100,100,48300,1300
200,100,100,48300,1300
200,100,100,48000,1600
200,100,100,48300,1300
200,100,100,48300,1300
200,100,100,48300,1300
200,100,100,48300,1300
200,100,100,48900,700
200,100,100,49200,400
200,100,100,49200,400
200,100,100,49200,400
200,100,100,49200,400
200,100,100,49200,400
200,100,100,49500,100
