EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_18_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP,EXACT_RANGE_EXP_6_FLOP_EX_LIMIT,EXACT_RANGE_EXP_18_FLOP_EX_LIMIT,EXACT_RANGE_EXP_6_FLOP,
0,59100,0,302850,178050,0,
0,59100,0,302850,178050,0,
0,59700,0,302250,178050,0,
0,59700,0,302250,178050,0,
0,59700,0,302850,177450,0,
0,60000,0,302850,177150,0,
0,60000,0,302850,177150,0,
0,56400,0,292050,191550,0,
0,56100,0,292350,191550,0,
0,45300,0,288750,205950,0,
0,45300,0,288450,206250,0,
0,45900,0,288450,205650,0,
0,45900,0,288450,205650,0,
0,45900,0,284850,209250,0,
0,57300,0,273450,209250,0,
0,57300,0,273450,209250,0,
0,57300,0,272850,209850,0,
0,57900,0,272850,209250,0,
0,57900,0,272850,209250,0,
0,54300,0,276450,209250,0,
0,53700,0,277050,209250,0,
0,53700,0,275250,211050,0,
0,53700,0,274950,211350,0,
0,54300,0,274950,210750,0,
0,38100,0,294750,207150,0,
0,38100,0,294750,207150,0,
0,37800,0,295050,207150,0,
0,37800,0,295050,207150,0,
0,37800,0,294750,207450,0,
0,38100,0,294750,207150,0,
0,27300,0,292950,219750,0,
0,23700,0,296550,219750,0,
0,31500,0,288750,219750,0,
0,31500,0,277950,230550,0,
0,18300,0,277650,244050,0,
0,9300,0,286950,243750,0,
0,11100,0,288750,240150,0,
0,11100,0,288750,240150,0,
0,11100,0,288750,240150,0,
0,7500,0,288750,243750,0,
0,7500,0,288150,244350,0,
0,7800,0,288150,244050,0,
0,7800,0,288150,244050,0,
0,7800,0,288150,244050,0,
0,7500,0,288450,244050,0,
0,300,0,295650,244050,0,
0,300,0,295050,244650,0,
0,300,0,297450,242250,0,
0,0,0,297750,242250,0,
0,0,0,297750,242250,0,
0,0,0,297750,242250,0,
0,0,0,299550,240450,0,
0,0,0,299250,240750,0,
0,0,0,298650,241350,0,
0,0,0,298650,241350,0,
0,0,0,298650,241350,0,
0,0,0,298650,241350,0,
0,0,0,298650,241350,0,
0,0,0,298350,241650,0,
0,0,0,290550,249450,0,
0,0,0,290550,249450,0,
0,0,0,290550,249450,0,
0,0,0,290550,249450,0,
0,0,0,301350,238650,0,
0,0,0,301050,238950,0,
0,0,0,301350,238650,0,
0,0,0,301350,238650,0,
0,0,0,312150,227850,0,
0,0,0,303150,236850,0,
0,0,0,297750,242250,0,
0,0,0,297450,242550,0,
0,0,0,301650,238350,0,
0,0,0,301650,238350,0,
0,0,0,301650,238350,0,
0,0,0,301650,238350,0,
0,0,0,301650,238350,0,
0,0,0,301350,238650,0,
0,0,0,301650,238350,0,
0,0,0,301650,238350,0,
0,0,0,294450,245550,0,
0,0,0,292650,247350,0,
0,0,0,303450,236550,0,
0,0,0,303150,236850,0,
0,0,0,303450,236550,0,
0,0,0,303450,236550,0,
0,0,0,303450,236550,0,
0,0,0,303450,236550,0,
0,0,0,303450,236550,0,
0,0,0,303450,236550,0,
0,0,0,303750,236250,0,
0,0,0,301950,238050,0,
0,0,0,301950,238050,0,
0,0,0,289350,250650,0,
0,0,0,289350,250650,0,
0,0,0,298950,241050,0,
0,0,0,304950,235050,0,
0,0,0,304950,235050,0,
0,0,0,304950,235050,0,
0,0,0,304950,235050,0,
0,0,0,308550,231450,0,
0,0,0,308250,231750,0,
0,0,0,308550,231450,0,
0,0,0,308550,231450,0,
0,0,0,306750,233250,0,
0,0,0,306750,233250,0,
0,0,0,304950,235050,0,
0,0,0,304650,235350,0,
0,0,0,293250,246750,0,
0,0,0,293250,246750,0,
0,0,0,304050,235950,0,
0,0,0,304050,235950,0,
0,0,0,304050,235950,0,
0,0,0,281850,258150,0,
0,0,0,281250,258750,0,
0,0,0,281250,258750,0,
0,0,0,281250,258750,0,
0,0,0,288450,251550,0,
0,0,0,288450,251550,0,
0,0,0,288150,251850,0,
0,0,0,288450,251550,0,
0,0,0,288450,251550,0,
0,0,0,283050,256950,0,
0,0,0,283050,256950,0,
0,0,0,281250,258750,0,
0,0,0,281850,258150,0,
0,0,0,281250,258750,0,
0,0,0,281250,258750,0,
0,0,0,281250,258750,0,
0,0,0,281250,258750,0,
0,0,0,281250,258750,0,
0,0,0,280950,259050,0,
0,0,0,281250,258750,0,
0,0,0,281250,258750,0,
0,0,0,281250,258750,0,
0,0,0,281250,258750,0,
0,0,0,292050,247950,0,
0,0,0,278850,261150,0,
0,0,0,279150,260850,0,
0,0,0,273750,266250,0,
0,0,0,273750,266250,0,
0,0,0,273750,266250,0,
0,0,0,273750,266250,0,
0,0,0,273450,266550,0,
0,0,0,283050,256950,0,
0,0,0,283050,256950,0,
0,0,0,283050,256950,0,
0,0,0,283050,256950,0,
0,0,0,292050,247950,0,
0,0,0,291750,248250,0,
0,0,0,282150,257850,0,
0,0,0,282150,257850,0,
0,0,0,282150,257850,0,
0,0,0,285750,254250,0,
0,0,0,285750,254250,0,
0,0,0,285450,254550,0,
0,0,0,284850,255150,0,
0,0,0,286650,253350,0,
0,0,0,286650,253350,0,
0,0,0,286650,253350,0,
0,0,0,304650,235350,0,
0,0,0,304350,235650,0,
0,0,0,306750,233250,0,
0,0,0,306750,233250,0,
0,0,0,306750,233250,0,
0,0,0,306750,233250,0,
0,0,0,306750,233250,0,
0,0,0,307350,232650,0,
0,0,0,299550,240450,0,
0,0,0,299550,240450,0,
0,0,0,299550,240450,0,
0,0,0,295950,244050,0,
0,0,0,295950,244050,0,
0,0,0,295950,244050,0,
0,0,0,296250,243750,0,
0,0,0,294450,245550,0,
0,0,0,294450,245550,0,
0,0,0,298050,241950,0,
0,0,0,301650,238350,0,
0,0,0,314850,225150,0,
0,0,0,298050,241950,0,
0,0,0,298050,241950,0,
0,0,0,298050,241950,0,
0,0,0,298050,241950,0,
0,0,0,298050,241950,0,
0,0,0,298650,241350,0,
0,0,0,299250,240750,0,
0,0,0,299250,240750,0,
0,0,0,299250,240750,0,
0,0,0,299250,240750,0,
0,0,0,304650,235350,0,
0,0,0,304350,235650,0,
0,0,0,304650,235350,0,
0,0,0,304650,235350,0,
0,0,0,311850,228150,0,
0,0,0,311850,228150,0,
0,0,0,311850,228150,0,
0,0,0,326850,213150,0,
0,0,0,310050,229950,0,
0,0,0,310050,229950,0,
0,0,0,310050,229950,0,
0,0,0,310050,229950,0,
0,0,0,313650,226350,0,
0,0,0,314250,225750,0,
0,0,0,314550,225450,0,
0,0,0,314550,225450,0,
0,0,0,314550,225450,0,
0,0,0,314550,225450,0,
0,0,0,314550,225450,0,
0,0,0,315150,224850,0,
0,0,0,298350,241650,0,
0,0,0,298350,241650,0,
0,0,0,298350,241650,0,
0,0,0,305550,234450,0,
0,0,0,305550,234450,0,
0,0,0,306150,233850,0,
0,0,0,306450,233550,0,
0,0,0,290250,249750,0,
0,0,0,283050,256950,0,
0,0,0,268650,271350,0,
0,0,0,265050,274950,0,
0,0,0,264750,275250,0,
0,0,0,265050,274950,0,
0,0,0,265050,274950,0,
0,0,0,268650,271350,0,
0,0,0,265050,274950,0,
0,0,0,265050,274950,0,
0,0,0,257250,282750,0,
0,0,0,257850,282150,0,
0,0,0,254250,285750,0,
0,0,0,254250,285750,0,
0,0,0,241650,298350,0,
0,0,0,229050,310950,0,
0,0,0,240450,299550,0,
0,0,0,246450,293550,0,
0,0,0,246450,293550,0,
0,0,0,246450,293550,0,
0,0,0,273450,266550,0,
0,0,0,284250,255750,0,
0,0,0,283950,256050,0,
0,0,0,295350,244650,0,
0,0,0,295350,244650,0,
0,0,0,284550,255450,0,
0,0,0,284550,255450,0,
0,0,0,284550,255450,0,
0,0,0,284250,255750,0,
0,0,0,283650,256350,0,
0,0,0,296250,243750,0,
0,0,0,296250,243750,0,
0,0,0,296250,243750,0,
0,0,0,296250,243750,0,
0,0,0,302250,237750,0,
0,0,0,302550,237450,0,
0,0,0,315150,224850,0,
0,0,0,316950,223050,0,
0,0,0,316950,223050,0,
0,0,0,316950,223050,0,
0,0,0,316350,223650,0,
0,0,0,316650,223350,0,
0,0,0,316650,223350,0,
0,0,0,316650,223350,0,
0,0,0,316650,223350,0,
0,0,0,316650,223350,0,
0,0,0,316350,223650,0,
0,0,0,324150,215850,0,
0,0,0,324150,215850,0,
0,0,0,325950,214050,0,
0,0,0,324150,215850,0,
0,0,0,329550,210450,0,
0,0,0,328950,211050,0,
0,0,0,329550,210450,0,
0,0,0,334950,205050,0,
0,0,0,334950,205050,0,
0,0,0,334950,205050,0,
0,0,0,334950,205050,0,
0,0,0,334650,205350,0,
0,0,0,346050,193950,0,
0,0,0,346050,193950,0,
0,0,0,346050,193950,0,
0,0,0,346050,193950,0,
0,0,0,346050,193950,0,
0,0,0,345450,194550,0,
0,0,0,337650,202350,0,
0,0,0,337650,202350,0,
0,0,0,337650,202350,0,
0,0,0,339450,200550,0,
0,0,0,350250,189750,0,
0,0,0,349950,190050,0,
0,0,0,355950,184050,0,
0,0,0,355950,184050,0,
0,0,0,355950,184050,0,
0,0,0,355950,184050,0,
0,0,0,355950,184050,0,
0,0,0,356550,183450,0,
0,0,0,355950,184050,0,
0,0,0,355950,184050,0,
0,0,0,355950,184050,0,
0,0,0,355950,184050,0,
0,0,0,366750,173250,0,
0,0,0,366450,173550,0,
0,0,0,355050,184950,0,
0,0,0,331650,208350,0,
0,0,0,331650,208350,0,
0,0,0,331650,208350,0,
0,0,0,337050,202950,0,
0,0,0,337650,202350,0,
0,0,0,337050,202950,0,
0,0,0,337050,202950,0,
0,0,0,317250,222750,0,
0,0,0,317250,222750,0,
0,0,0,313650,226350,0,
0,0,0,313350,226650,0,
0,0,0,313650,226350,0,
0,0,0,313650,226350,0,
0,0,0,313650,226350,0,
0,0,0,313650,226350,0,
0,0,0,313650,226350,0,
0,0,0,313650,226350,0,
0,0,0,313950,226050,0,
0,0,0,313950,226050,0,
0,0,0,322950,217050,0,
0,0,0,335550,204450,0,
0,0,0,333750,206250,0,
0,0,0,333450,206550,0,
0,0,0,333450,206550,0,
0,0,0,344250,195750,0,
0,0,0,344250,195750,0,
0,0,0,349650,190350,0,
0,0,0,349650,190350,0,
0,0,0,349050,190950,0,
0,0,0,349350,190650,0,
0,0,0,349350,190650,0,
0,0,0,349350,190650,0,
0,0,0,349350,190650,0,
0,0,0,354750,185250,0,
0,0,0,355350,184650,0,
0,0,0,355650,184350,0,
0,0,0,355650,184350,0,
0,0,0,359250,180750,0,
0,0,0,359250,180750,0,
0,0,0,359250,180750,0,
0,0,0,358950,181050,0,
0,0,0,343950,196050,0,
0,0,0,343950,196050,0,
0,0,0,352950,187050,0,
0,0,0,352950,187050,0,
0,0,0,352950,187050,0,
0,0,0,352650,187350,0,
0,0,0,353250,186750,0,
0,0,0,358650,181350,0,
0,0,0,358650,181350,0,
0,0,0,358650,181350,0,
0,0,0,358650,181350,0,
0,0,0,358350,181650,0,
0,0,0,367950,172050,0,
0,0,0,385950,154050,0,
0,0,0,385950,154050,0,
0,0,0,385950,154050,0,
0,0,0,384150,155850,0,
0,0,0,393750,146250,0,
0,0,0,394350,145650,0,
0,0,0,394350,145650,0,
0,0,0,394350,145650,0,
0,0,0,394350,145650,0,
0,0,0,394350,145650,0,
0,0,0,382950,157050,0,
0,0,0,392550,147450,0,
0,0,0,383550,156450,0,
0,0,0,383550,156450,0,
0,0,0,383550,156450,0,
0,0,0,383550,156450,0,
0,0,0,383250,156750,0,
0,0,0,382650,157350,0,
0,0,0,402450,137550,0,
0,0,0,404250,135750,0,
0,0,0,406050,133950,0,
0,0,0,406050,133950,0,
0,0,0,405750,134250,0,
0,0,0,405150,134850,0,
0,0,0,405150,134850,0,
0,0,0,405150,134850,0,
0,0,0,405150,134850,0,
0,0,0,405150,134850,0,
0,0,0,407550,132450,0,
0,0,0,399750,140250,0,
0,0,0,399750,140250,0,
0,0,0,399750,140250,0,
0,0,0,399750,140250,0,
0,0,0,399750,140250,0,
0,0,0,399450,140550,0,
0,0,0,400050,139950,0,
0,0,0,400050,139950,0,
0,0,0,400050,139950,0,
0,0,0,400050,139950,0,
0,0,0,410850,129150,0,
0,0,0,399450,140550,0,
0,0,0,399750,140250,0,
0,0,0,415950,124050,0,
0,0,0,415950,124050,0,
0,0,0,412350,127650,0,
0,0,0,412350,127650,0,
0,0,0,412950,127050,0,
0,0,0,413250,126750,0,
0,0,0,413250,126750,0,
0,0,0,413250,126750,0,
0,0,0,409650,130350,0,
0,0,0,409650,130350,0,
0,0,0,421050,118950,0,
0,0,0,421350,118650,0,
0,0,0,405150,134850,0,
0,0,0,405150,134850,0,
0,0,0,406950,133050,0,
0,0,0,406950,133050,0,
0,0,0,407550,132450,0,
0,0,0,401550,138450,0,
0,0,0,401550,138450,0,
0,0,0,401550,138450,0,
0,0,0,401550,138450,0,
0,0,0,401550,138450,0,
0,0,0,400950,139050,0,
0,0,0,401250,138750,0,
0,0,0,401250,138750,0,
0,0,0,401250,138750,0,
0,0,0,401250,138750,0,
0,0,0,401250,138750,0,
0,0,0,400650,139350,0,
0,0,0,400050,139950,0,
0,0,0,400050,139950,0,
0,0,0,400050,139950,0,
0,0,0,409050,130950,0,
0,0,0,409050,130950,0,
0,0,0,408750,131250,0,
0,0,0,409350,130650,0,
0,0,0,409350,130650,0,
0,0,0,409350,130650,0,
0,0,0,421950,118050,0,
0,0,0,421950,118050,0,
0,0,0,419550,120450,0,
0,0,0,402750,137250,0,
0,0,0,402750,137250,0,
0,0,0,402750,137250,0,
0,0,0,402750,137250,0,
0,0,0,402750,137250,0,
0,0,0,402450,137550,0,
0,0,0,401850,138150,0,
0,0,0,401850,138150,0,
0,0,0,412650,127350,0,
0,0,0,412650,127350,0,
0,0,0,412650,127350,0,
0,0,0,422250,117750,0,
0,0,0,424650,115350,0,
0,0,0,424650,115350,0,
0,0,0,410250,129750,0,
0,0,0,410250,129750,0,
0,0,0,410250,129750,0,
0,0,0,421650,118350,0,
0,0,0,425850,114150,0,
0,0,0,411450,128550,0,
0,0,0,416850,123150,0,
0,0,0,416850,123150,0,
0,0,0,416850,123150,0,
0,0,0,416550,123450,0,
0,0,0,416850,123150,0,
0,0,0,422250,117750,0,
0,0,0,422250,117750,0,
0,0,0,420450,119550,0,
0,0,0,420450,119550,0,
0,0,0,421050,118950,0,
0,0,0,420450,119550,0,
0,0,0,420450,119550,0,
0,0,0,420450,119550,0,
0,0,0,416850,123150,0,
0,0,0,418650,121350,0,
0,0,0,410850,129150,0,
0,0,0,410250,129750,0,
0,0,0,410250,129750,0,
0,0,0,383250,156750,0,
0,0,0,390450,149550,0,
0,0,0,390450,149550,0,
0,0,0,390150,149850,0,
0,0,0,396150,143850,0,
0,0,0,405150,134850,0,
0,0,0,401550,138450,0,
0,0,0,401550,138450,0,
0,0,0,385350,154650,0,
0,0,0,385950,154050,0,
0,0,0,386250,153750,0,
0,0,0,386250,153750,0,
0,0,0,386250,153750,0,
0,0,0,386250,153750,0,
0,0,0,386250,153750,0,
0,0,0,385950,154050,0,
0,0,0,386250,153750,0,
0,0,0,389850,150150,0,
0,0,0,389850,150150,0,
0,0,0,386250,153750,0,
0,0,0,380850,159150,0,
0,0,0,381450,158550,0,
0,0,0,380850,159150,0,
0,0,0,380850,159150,0,
0,0,0,380850,159150,0,
0,0,0,380850,159150,0,
0,0,0,384450,155550,0,
0,0,0,384150,155850,0,
0,0,0,384450,155550,0,
0,0,0,384450,155550,0,
0,0,0,395250,144750,0,
0,0,0,395250,144750,0,
0,0,0,395250,144750,0,
0,0,0,394950,145050,0,
0,0,0,397350,142650,0,
0,0,0,402750,137250,0,
0,0,0,402750,137250,0,
0,0,0,402750,137250,0,
0,0,0,402750,137250,0,
0,0,0,402150,137850,0,
0,0,0,402450,137550,0,
0,0,0,402450,137550,0,
0,0,0,402450,137550,0,
0,0,0,402450,137550,0,
0,0,0,406050,133950,0,
0,0,0,410250,129750,0,
0,0,0,409650,130350,0,
0,0,0,398850,141150,0,
0,0,0,389850,150150,0,
0,0,0,377250,162750,0,
0,0,0,377250,162750,0,
0,0,0,388650,151350,0,
0,0,0,400050,139950,0,
0,0,0,400050,139950,0,
0,0,0,400050,139950,0,
0,0,0,400050,139950,0,
0,0,0,400050,139950,0,
0,0,0,400650,139350,0,
0,0,0,400950,139050,0,
0,0,0,400950,139050,0,
0,0,0,395550,144450,0,
0,0,0,395550,144450,0,
0,0,0,395550,144450,0,
0,0,0,378750,161250,0,
0,0,0,379050,160950,0,
0,0,0,379050,160950,0,
0,0,0,379050,160950,0,
0,0,0,379050,160950,0,
0,0,0,379050,160950,0,
0,0,0,378750,161250,0,
0,0,0,378150,161850,0,
0,0,0,361950,178050,0,
0,0,0,356550,183450,0,
0,0,0,356550,183450,0,
0,0,0,352950,187050,0,
0,0,0,352650,187350,0,
0,0,0,364050,175950,0,
0,0,0,364050,175950,0,
0,0,0,364050,175950,0,
0,0,0,364050,175950,0,
0,0,0,364050,175950,0,
0,0,0,370050,169950,0,
0,0,0,381450,158550,0,
0,0,0,358050,181950,0,
0,0,0,354450,185550,0,
0,0,0,354450,185550,0,
0,0,0,354450,185550,0,
0,0,0,354150,185850,0,
0,0,0,360150,179850,0,
0,0,0,360150,179850,0,
0,0,0,352950,187050,0,
0,0,0,358350,181650,0,
0,0,0,351150,188850,0,
0,0,0,350850,189150,0,
0,0,0,351150,188850,0,
0,0,0,356550,183450,0,
0,0,0,356550,183450,0,
0,0,0,343950,196050,0,
0,0,0,345750,194250,0,
0,0,0,346350,193650,0,
0,0,0,340350,199650,0,
0,0,0,340350,199650,0,
0,0,0,340350,199650,0,
0,0,0,340350,199650,0,
0,0,0,340350,199650,0,
0,0,0,339750,200250,0,
0,0,0,356550,183450,0,
0,0,0,356550,183450,0,
0,0,0,354750,185250,0,
0,0,0,354750,185250,0,
0,0,0,354750,185250,0,
0,0,0,354450,185550,0,
0,0,0,365850,174150,0,
0,0,0,365850,174150,0,
0,0,0,353250,186750,0,
0,0,0,353250,186750,0,
0,0,0,353250,186750,0,
0,0,0,352950,187050,0,
0,0,0,353250,186750,0,
0,0,0,353250,186750,0,
0,0,0,351450,188550,0,
0,0,0,351450,188550,0,
0,0,0,351450,188550,0,
0,0,0,352050,187950,0,
0,0,0,352350,187650,0,
0,0,0,357750,182250,0,
0,0,0,354150,185850,0,
0,0,0,357750,182250,0,
0,0,0,357750,182250,0,
0,0,0,357450,182550,0,
0,0,0,356850,183150,0,
0,0,0,344250,195750,0,
0,0,0,344250,195750,0,
0,0,0,344250,195750,0,
0,0,0,342450,197550,0,
0,0,0,349950,190050,0,
0,0,0,349350,190650,0,
0,0,0,349350,190650,0,
0,0,0,349350,190650,0,
0,0,0,349350,190650,0,
0,0,0,349350,190650,0,
0,0,0,349050,190950,0,
0,0,0,349650,190350,0,
0,0,0,344250,195750,0,
0,0,0,344250,195750,0,
0,0,0,344250,195750,0,
0,0,0,344250,195750,0,
0,0,0,343950,196050,0,
0,0,0,343350,196650,0,
0,0,0,343350,196650,0,
0,0,0,343350,196650,0,
0,0,0,343350,196650,0,
0,0,0,346950,193050,0,
0,0,0,347550,192450,0,
0,0,0,343350,196650,0,
0,0,0,343350,196650,0,
0,0,0,343350,196650,0,
0,0,0,343350,196650,0,
0,0,0,343350,196650,0,
0,0,0,343350,196650,0,
0,0,0,343650,196350,0,
0,0,0,340050,199950,0,
0,0,0,343650,196350,0,
0,0,0,343650,196350,0,
0,0,0,343650,196350,0,
0,0,0,343350,196650,0,
0,0,0,342750,197250,0,
0,0,0,342750,197250,0,
0,0,0,342750,197250,0,
0,0,0,342750,197250,0,
0,0,0,342750,197250,0,
0,0,0,342450,197550,0,
0,0,0,341850,198150,0,
0,0,0,341850,198150,0,
0,0,0,349050,190950,0,
0,0,0,349050,190950,0,
0,0,0,349050,190950,0,
0,0,0,355050,184950,0,
0,0,0,354450,185550,0,
0,0,0,354450,185550,0,
0,0,0,354450,185550,0,
0,0,0,354450,185550,0,
0,0,0,354450,185550,0,
0,0,0,354150,185850,0,
0,0,0,340950,199050,0,
0,0,0,340950,199050,0,
0,0,0,340950,199050,0,
0,0,0,348150,191850,0,
0,0,0,348150,191850,0,
0,0,0,347850,192150,0,
0,0,0,348150,191850,0,
0,0,0,348150,191850,0,
0,0,0,355350,184650,0,
0,0,0,362550,177450,0,
0,0,0,362550,177450,0,
0,0,0,363150,176850,0,
0,0,0,363750,176250,0,
0,0,0,363750,176250,0,
0,0,0,363750,176250,0,
0,0,0,363750,176250,0,
0,0,0,370950,169050,0,
0,0,0,370650,169350,0,
0,0,0,370950,169050,0,
0,0,0,374550,165450,0,
0,0,0,374550,165450,0,
0,0,0,381750,158250,0,
0,0,0,381750,158250,0,
0,0,0,381450,158550,0,
0,0,0,381750,158250,0,
0,0,0,381750,158250,0,
0,0,0,381750,158250,0,
0,0,0,381750,158250,0,
0,0,0,381750,158250,0,
0,0,0,381450,158550,0,
0,0,0,370050,169950,0,
0,0,0,366450,173550,0,
0,0,0,364650,175350,0,
0,0,0,364650,175350,0,
0,0,0,370050,169950,0,
0,0,0,369750,170250,0,
0,0,0,370050,169950,0,
0,0,0,364650,175350,0,
0,0,0,364650,175350,0,
0,0,0,364650,175350,0,
0,0,0,375450,164550,0,
0,0,0,386850,153150,0,
0,0,0,392850,147150,0,
0,0,0,392850,147150,0,
0,0,0,392850,147150,0,
0,0,0,392850,147150,0,
0,0,0,392850,147150,0,
0,0,0,385050,154950,0,
0,0,0,384450,155550,0,
0,0,0,384450,155550,0,
0,0,0,384450,155550,0,
0,0,0,384450,155550,0,
0,0,0,384450,155550,0,
0,0,0,384150,155850,0,
0,0,0,384450,155550,0,
0,0,0,384450,155550,0,
0,0,0,384450,155550,0,
0,0,0,384450,155550,0,
0,0,0,384450,155550,0,
0,0,0,385050,154950,0,
0,0,0,385650,154350,0,
0,0,0,374850,165150,0,
0,0,0,374850,165150,0,
0,0,0,369450,170550,0,
0,0,0,378450,161550,0,
0,0,0,379050,160950,0,
0,0,0,374850,165150,0,
0,0,0,374850,165150,0,
0,0,0,374850,165150,0,
0,0,0,374850,165150,0,
0,0,0,374850,165150,0,
0,0,0,374550,165450,0,
0,0,0,374850,165150,0,
0,0,0,374850,165150,0,
0,0,0,374850,165150,0,
0,0,0,374850,165150,0,
0,0,0,374850,165150,0,
0,0,0,365250,174750,0,
0,0,0,373050,166950,0,
0,0,0,378450,161550,0,
0,0,0,383850,156150,0,
0,0,0,385650,154350,0,
0,0,0,385650,154350,0,
0,0,0,385350,154650,0,
0,0,0,385650,154350,0,
0,0,0,392850,147150,0,
0,0,0,392850,147150,0,
0,0,0,401850,138150,0,
0,0,0,401850,138150,0,
0,0,0,406050,133950,0,
0,0,0,410250,129750,0,
0,0,0,410250,129750,0,
0,0,0,410250,129750,0,
0,0,0,421050,118950,0,
0,0,0,421050,118950,0,
0,0,0,420750,119250,0,
0,0,0,426750,113250,0,
0,0,0,426750,113250,0,
0,0,0,428550,111450,0,
0,0,0,435750,104250,0,
0,0,0,435750,104250,0,
0,0,0,447150,92850,0,
0,0,0,446550,93450,0,
0,0,0,446550,93450,0,
0,0,0,446550,93450,0,
0,0,0,446550,93450,0,
0,0,0,446550,93450,0,
0,0,0,445950,94050,0,
0,0,0,445350,94650,0,
0,0,0,445350,94650,0,
0,0,0,447150,92850,0,
0,0,0,447150,92850,0,
0,0,0,438150,101850,0,
0,0,0,423450,116550,0,
0,0,0,422850,117150,0,
0,0,0,422850,117150,0,
0,0,0,422850,117150,0,
0,0,0,422850,117150,0,
0,0,0,422850,117150,0,
0,0,0,422550,117450,0,
0,0,0,421950,118050,0,
0,0,0,414750,125250,0,
0,0,0,414750,125250,0,
0,0,0,414750,125250,0,
0,0,0,414750,125250,0,
0,0,0,424350,115650,0,
0,0,0,424650,115350,0,
0,0,0,424650,115350,0,
0,0,0,424650,115350,0,
0,0,0,424650,115350,0,
0,0,0,424650,115350,0,
0,0,0,416850,123150,0,
0,0,0,417150,122850,0,
0,0,0,417150,122850,0,
0,0,0,417150,122850,0,
0,0,0,417150,122850,0,
0,0,0,417150,122850,0,
0,0,0,426750,113250,0,
0,0,0,426150,113850,0,
0,0,0,429750,110250,0,
0,0,0,436950,103050,0,
0,0,0,436950,103050,0,
0,0,0,429750,110250,0,
0,0,0,429450,110550,0,
0,0,0,428850,111150,0,
0,0,0,428850,111150,0,
0,0,0,430650,109350,0,
0,0,0,430650,109350,0,
0,0,0,430650,109350,0,
0,0,0,415650,124350,0,
0,0,0,415950,124050,0,
0,0,0,415950,124050,0,
0,0,0,415950,124050,0,
0,0,0,415950,124050,0,
0,0,0,415950,124050,0,
0,0,0,415350,124650,0,
0,0,0,414750,125250,0,
0,0,0,414750,125250,0,
0,0,0,414750,125250,0,
0,0,0,420150,119850,0,
0,0,0,423750,116250,0,
0,0,0,423450,116550,0,
0,0,0,422850,117150,0,
0,0,0,430050,109950,0,
0,0,0,430050,109950,0,
0,0,0,444450,95550,0,
0,0,0,444450,95550,0,
0,0,0,444150,95850,0,
0,0,0,444450,95550,0,
0,0,0,437250,102750,0,
0,0,0,437250,102750,0,
0,0,0,437250,102750,0,
0,0,0,437250,102750,0,
0,0,0,436950,103050,0,
0,0,0,421950,118050,0,
0,0,0,421950,118050,0,
0,0,0,427350,112650,0,
0,0,0,427350,112650,0,
0,0,0,427350,112650,0,
0,0,0,427050,112950,0,
0,0,0,427350,112650,0,
0,0,0,418350,121650,0,
0,0,0,418350,121650,0,
0,0,0,418350,121650,0,
0,0,0,418350,121650,0,
0,0,0,406950,133050,0,
0,0,0,407250,132750,0,
0,0,0,407250,132750,0,
0,0,0,407250,132750,0,
0,0,0,407250,132750,0,
0,0,0,407250,132750,0,
0,0,0,406950,133050,0,
0,0,0,416550,123450,0,
0,0,0,416550,123450,0,
0,0,0,416550,123450,0,
0,0,0,416550,123450,0,
0,0,0,416550,123450,0,
0,0,0,416250,123750,0,
0,0,0,416550,123450,0,
0,0,0,416550,123450,0,
0,0,0,416550,123450,0,
0,0,0,427350,112650,0,
0,0,0,432750,107250,0,
0,0,0,432450,107550,0,
0,0,0,432750,107250,0,
0,0,0,432750,107250,0,
0,0,0,432750,107250,0,
0,0,0,432750,107250,0,
0,0,0,432750,107250,0,
0,0,0,433350,106650,0,
0,0,0,433950,106050,0,
0,0,0,424950,115050,0,
0,0,0,428550,111450,0,
0,0,0,428550,111450,0,
0,0,0,428550,111450,0,
0,0,0,428250,111750,0,
0,0,0,428550,111450,0,
0,0,0,428550,111450,0,
0,0,0,428550,111450,0,
0,0,0,412350,127650,0,
0,0,0,412350,127650,0,
0,0,0,412050,127950,0,
0,0,0,412650,127350,0,
0,0,0,412650,127350,0,
0,0,0,412650,127350,0,
0,0,0,412650,127350,0,
0,0,0,412650,127350,0,
0,0,0,412050,127950,0,
0,0,0,412350,127650,0,
0,0,0,412350,127650,0,
0,0,0,412350,127650,0,
0,0,0,412350,127650,0,
0,0,0,408750,131250,0,
0,0,0,414750,125250,0,
0,0,0,414150,125850,0,
0,0,0,414150,125850,0,
0,0,0,414150,125850,0,
0,0,0,414150,125850,0,
0,0,0,424950,115050,0,
0,0,0,424350,115650,0,
0,0,0,424650,115350,0,
0,0,0,424650,115350,0,
0,0,0,424650,115350,0,
0,0,0,424650,115350,0,
0,0,0,424650,115350,0,
0,0,0,424050,115950,0,
0,0,0,424350,115650,0,
0,0,0,431550,108450,0,
0,0,0,433350,106650,0,
0,0,0,426150,113850,0,
0,0,0,426150,113850,0,
0,0,0,425850,114150,0,
0,0,0,426150,113850,0,
0,0,0,426150,113850,0,
0,0,0,426150,113850,0,
0,0,0,426150,113850,0,
0,0,0,426150,113850,0,
0,0,0,432150,107850,0,
0,0,0,432450,107550,0,
0,0,0,432450,107550,0,
