CALL_MAN,SIMPLE_RANGE_EXP,SIMPLE_RANGE_EXP,SIMPLE_RANGE_EXP_IMP,SIMPLE_RANGE_EXP_IMP,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,10883,39117,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,10883,39117,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,10883,39117,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,10883,39117,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,10883,39117,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,10883,39117,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,11183,38817,
0,0,0,12383,37617,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12383,37617,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,13283,36717,
0,0,0,13583,36417,
0,0,0,13583,36417,
0,0,0,13583,36417,
0,0,0,13583,36417,
0,0,0,13283,36717,
0,0,0,13583,36417,
0,0,0,13583,36417,
0,0,0,13583,36417,
0,0,0,13583,36417,
0,0,0,12383,37617,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12383,37617,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12383,37617,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12383,37617,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12683,37317,
0,0,0,12383,37617,
0,0,0,13883,36117,
0,0,0,13883,36117,
0,0,0,13883,36117,
0,0,0,13883,36117,
0,0,0,13583,36417,
0,0,0,13883,36117,
0,0,0,13883,36117,
0,0,0,13883,36117,
0,0,0,13883,36117,
0,0,0,15083,34917,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15083,34917,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15083,34917,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15083,34917,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15083,34917,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15383,34617,
0,0,0,15983,34017,
0,0,0,16283,33717,
0,0,0,16283,33717,
0,0,0,16283,33717,
0,0,0,16283,33717,
0,0,0,15983,34017,
0,0,0,16283,33717,
0,0,0,16283,33717,
0,0,0,16283,33717,
0,0,0,16283,33717,
0,0,0,15383,34617,
0,0,0,16883,33117,
0,0,0,16883,33117,
0,0,0,16883,33117,
0,0,0,16883,33117,
0,0,0,16583,33417,
0,0,0,16883,33117,
0,0,0,16883,33117,
0,0,0,16883,33117,
0,0,0,16883,33117,
0,0,0,16583,33417,
0,0,0,17483,32517,
0,0,0,17483,32517,
0,0,0,17483,32517,
0,0,0,17483,32517,
0,0,0,17183,32817,
0,0,0,17483,32517,
0,0,0,17483,32517,
0,0,0,17483,32517,
0,0,0,17483,32517,
0,0,0,18083,31917,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18083,31917,
0,0,0,17483,32517,
0,0,0,17483,32517,
0,0,0,17483,32517,
0,0,0,17483,32517,
0,0,0,17183,32817,
0,0,0,17483,32517,
0,0,0,17483,32517,
0,0,0,17483,32517,
0,0,0,17483,32517,
0,0,0,17183,32817,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15383,34617,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15383,34617,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15383,34617,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15383,34617,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15383,34617,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,15683,34317,
0,0,0,16883,33117,
0,0,0,17183,32817,
0,0,0,17183,32817,
0,0,0,17183,32817,
0,0,0,17183,32817,
0,0,0,16883,33117,
0,0,0,17183,32817,
0,0,0,17183,32817,
0,0,0,17183,32817,
0,0,0,17183,32817,
0,0,0,16883,33117,
0,0,0,17183,32817,
0,0,0,17183,32817,
0,0,0,17183,32817,
0,0,0,17183,32817,
0,0,0,18083,31917,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18083,31917,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18983,31017,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,18983,31017,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,18983,31017,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,18983,31017,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18083,31917,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18083,31917,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18383,31617,
0,0,0,18983,31017,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,18983,31017,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,18983,31017,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,18983,31017,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,19283,30717,
0,0,0,18983,31017,
0,0,0,17691,32309,
0,0,0,17691,32309,
0,0,0,17691,32309,
0,0,0,17691,32309,
0,0,0,17391,32609,
0,0,0,17691,32309,
0,0,0,17691,32309,
0,0,0,17691,32309,
0,0,0,17691,32309,
0,0,0,17391,32609,
0,0,0,17691,32309,
0,0,0,17691,32309,
0,0,0,17691,32309,
0,0,0,17691,32309,
0,0,0,30698,19302,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30698,19302,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31598,18402,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30698,19302,
0,0,0,30098,19902,
0,0,0,30098,19902,
0,0,0,30098,19902,
0,0,0,30098,19902,
0,0,0,29798,20202,
0,0,0,30098,19902,
0,0,0,30098,19902,
0,0,0,30098,19902,
0,0,0,30098,19902,
0,0,0,30698,19302,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,31598,18402,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31598,18402,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31598,18402,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,30698,19302,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30698,19302,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30698,19302,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30698,19302,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30698,19302,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,30998,19002,
0,0,0,31598,18402,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,32498,17502,
0,0,0,32798,17202,
0,0,0,32798,17202,
0,0,0,32798,17202,
0,0,0,32798,17202,
0,0,0,32498,17502,
0,0,0,32798,17202,
0,0,0,32798,17202,
0,0,0,32798,17202,
0,0,0,32798,17202,
0,0,0,32498,17502,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,31898,18102,
0,0,0,32498,17502,
0,0,0,31298,18702,
0,0,0,31298,18702,
0,0,0,31298,18702,
0,0,0,31298,18702,
0,0,0,30998,19002,
0,0,0,31298,18702,
0,0,0,31298,18702,
0,0,0,31298,18702,
0,0,0,31298,18702,
0,0,0,30998,19002,
0,0,0,28113,21887,
0,0,0,28113,21887,
0,0,0,28113,21887,
0,0,0,28113,21887,
0,0,0,27813,22187,
0,0,0,28113,21887,
0,0,0,28113,21887,
0,0,0,28113,21887,
0,0,0,28113,21887,
0,0,0,27813,22187,
0,0,0,36186,13814,
0,0,0,36186,13814,
0,0,0,36186,13814,
0,0,0,36186,13814,
0,0,0,34686,15314,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,33786,16214,
0,0,0,33186,16814,
0,0,0,33186,16814,
0,0,0,33186,16814,
0,0,0,33186,16814,
0,0,0,33786,16214,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,33786,16214,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,33786,16214,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34986,15014,
0,0,0,35286,14714,
0,0,0,35286,14714,
0,0,0,35286,14714,
0,0,0,35286,14714,
0,0,0,34986,15014,
0,0,0,35286,14714,
0,0,0,35286,14714,
0,0,0,35286,14714,
0,0,0,35286,14714,
0,0,0,34986,15014,
0,0,0,34386,15614,
0,0,0,34386,15614,
0,0,0,34386,15614,
0,0,0,34386,15614,
0,0,0,34086,15914,
0,0,0,34386,15614,
0,0,0,34386,15614,
0,0,0,34386,15614,
0,0,0,34386,15614,
0,0,0,34086,15914,
0,0,0,34986,15014,
0,0,0,34986,15014,
0,0,0,34986,15014,
0,0,0,34986,15014,
0,0,0,34686,15314,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,33786,16214,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,33786,16214,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,33786,16214,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,33786,16214,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,33786,16214,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34086,15914,
0,0,0,34686,15314,
0,0,0,34986,15014,
0,0,0,34986,15014,
0,0,0,34986,15014,
0,0,0,34986,15014,
0,0,0,34686,15314,
0,0,0,34986,15014,
0,0,0,34986,15014,
0,0,0,34986,15014,
0,0,0,34986,15014,
0,0,0,34686,15314,
0,0,0,21679,28321,
0,0,0,21679,28321,
0,0,0,21679,28321,
0,0,0,21679,28321,
0,0,0,21379,28621,
0,0,0,21679,28321,
0,0,0,21679,28321,
0,0,0,21679,28321,
0,0,0,21679,28321,
0,0,0,21379,28621,
0,0,0,20779,29221,
0,0,0,20779,29221,
0,0,0,20779,29221,
0,0,0,20779,29221,
0,0,0,20479,29521,
0,0,0,20779,29221,
0,0,0,20779,29221,
0,0,0,20779,29221,
0,0,0,20779,29221,
0,0,0,20479,29521,
0,0,0,19879,30121,
0,0,0,19879,30121,
0,0,0,19879,30121,
0,0,0,19879,30121,
0,0,0,19579,30421,
0,0,0,19879,30121,
0,0,0,19879,30121,
0,0,0,19879,30121,
0,0,0,19879,30121,
0,0,0,19579,30421,
0,0,0,18679,31321,
0,0,0,18679,31321,
0,0,0,18679,31321,
0,0,0,18679,31321,
0,0,0,18379,31621,
0,0,0,18679,31321,
0,0,0,18679,31321,
0,0,0,18679,31321,
0,0,0,18679,31321,
0,0,0,18379,31621,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17179,32821,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17179,32821,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17179,32821,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17179,32821,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,17479,32521,
0,0,0,18079,31921,
0,0,0,16787,33213,
0,0,0,16787,33213,
0,0,0,16787,33213,
0,0,0,16787,33213,
0,0,0,16487,33513,
0,0,0,16787,33213,
0,0,0,16787,33213,
0,0,0,16787,33213,
0,0,0,16787,33213,
0,0,0,16487,33513,
0,0,0,16787,33213,
0,0,0,16787,33213,
0,0,0,16787,33213,
0,0,0,16787,33213,
0,0,0,16487,33513,
0,0,0,15887,34113,
0,0,0,15887,34113,
0,0,0,15887,34113,
0,0,0,15887,34113,
0,0,0,15587,34413,
0,0,0,15887,34113,
0,0,0,15887,34113,
0,0,0,15887,34113,
0,0,0,15887,34113,
0,0,0,14387,35613,
0,0,0,13787,36213,
0,0,0,13787,36213,
0,0,0,13787,36213,
0,0,0,13787,36213,
0,0,0,0,50000,
