EXACT_RANGE_EXP_6_FLOP_EX,EXACT_RANGE_EXP_2_FLOP,EXACT_RANGE_EXP_6_FLOP,EXACT_RANGE_EXP_6_FLOP_EX,EXACT_RANGE_EXP_2_FLOP,EXACT_RANGE_EXP_6_FLOP,
0,0,381800,0,0,158200,
0,0,381800,0,0,158200,
0,0,391400,0,0,148600,
0,0,391400,0,0,148600,
0,0,395000,0,0,145000,
0,0,404600,0,0,135400,
0,0,406400,0,0,133600,
0,0,406400,0,0,133600,
0,0,407000,0,0,133000,
0,0,407000,0,0,133000,
0,0,407000,0,0,133000,
0,0,407600,0,0,132400,
0,0,407600,0,0,132400,
0,0,407600,0,0,132400,
0,0,407000,0,0,133000,
0,0,399800,0,0,140200,
0,0,399800,0,0,140200,
0,0,392000,0,0,148000,
0,0,392000,0,0,148000,
0,0,393800,0,0,146200,
0,0,382400,0,0,157600,
0,0,377000,0,0,163000,
0,0,378800,0,0,161200,
0,0,379400,0,0,160600,
0,0,379400,0,0,160600,
0,0,379400,0,0,160600,
0,0,390800,0,0,149200,
0,0,390800,0,0,149200,
0,0,390800,0,0,149200,
0,0,402200,0,0,137800,
0,0,402200,0,0,137800,
0,0,402200,0,0,137800,
0,0,401600,0,0,138400,
0,0,389000,0,0,151000,
0,0,389000,0,0,151000,
0,0,389600,0,0,150400,
0,0,382400,0,0,157600,
0,0,382400,0,0,157600,
0,0,376400,0,0,163600,
0,0,376400,0,0,163600,
0,0,376400,0,0,163600,
0,0,370400,0,0,169600,
0,0,375800,0,0,164200,
0,0,379400,0,0,160600,
0,0,380000,0,0,160000,
0,0,380000,0,0,160000,
0,0,380000,0,0,160000,
0,0,377600,0,0,162400,
0,0,370400,0,0,169600,
0,0,370400,0,0,169600,
0,0,378200,0,0,161800,
0,0,378200,0,0,161800,
0,0,378200,0,0,161800,
0,0,378200,0,0,161800,
0,0,378200,0,0,161800,
0,0,378200,0,0,161800,
0,0,378800,0,0,161200,
0,0,378800,0,0,161200,
0,0,377000,0,0,163000,
0,0,376400,0,0,163600,
0,0,376400,0,0,163600,
0,0,376400,0,0,163600,
0,0,375800,0,0,164200,
0,0,381200,0,0,158800,
0,0,381200,0,0,158800,
0,0,381800,0,0,158200,
0,0,381800,0,0,158200,
0,0,381800,0,0,158200,
0,0,381800,0,0,158200,
0,0,381800,0,0,158200,
0,0,381800,0,0,158200,
0,0,381200,0,0,158800,
0,0,381200,0,0,158800,
0,0,379400,0,0,160600,
0,0,378800,0,0,161200,
0,0,378800,0,0,161200,
0,0,382400,0,0,157600,
0,0,380000,0,0,160000,
0,0,376400,0,0,163600,
0,0,372800,0,0,167200,
0,0,363200,0,0,176800,
0,0,372200,0,0,167800,
0,0,372200,0,0,167800,
0,0,371600,0,0,168400,
0,0,371600,0,0,168400,
0,0,371600,0,0,168400,
0,0,372200,0,0,167800,
0,0,370400,0,0,169600,
0,0,370400,0,0,169600,
0,0,371000,0,0,169000,
0,0,371000,0,0,169000,
0,0,371000,0,0,169000,
0,0,373400,0,0,166600,
0,0,373400,0,0,166600,
0,0,380600,0,0,159400,
0,0,386600,0,0,153400,
0,0,399200,0,0,140800,
0,0,399200,0,0,140800,
0,0,387800,0,0,152200,
0,0,387800,0,0,152200,
0,0,387800,0,0,152200,
0,0,387200,0,0,152800,
0,0,387200,0,0,152800,
0,0,387200,0,0,152800,
0,0,387200,0,0,152800,
0,0,387200,0,0,152800,
0,0,387200,0,0,152800,
0,0,391400,0,0,148600,
0,0,391400,0,0,148600,
0,0,396800,0,0,143200,
0,0,396200,0,0,143800,
0,0,396200,0,0,143800,
0,0,396200,0,0,143800,
0,0,395600,0,0,144400,
0,0,388400,0,0,151600,
0,0,388400,0,0,151600,
0,0,394400,0,0,145600,
0,0,394400,0,0,145600,
0,0,394400,0,0,145600,
0,0,400400,0,0,139600,
0,0,400400,0,0,139600,
0,0,400400,0,0,139600,
0,0,401000,0,0,139000,
0,0,401000,0,0,139000,
0,0,401000,0,0,139000,
0,0,401600,0,0,138400,
0,0,398000,0,0,142000,
0,0,398000,0,0,142000,
0,0,397400,0,0,142600,
0,0,397400,0,0,142600,
0,0,401000,0,0,139000,
0,0,408800,0,0,131200,
0,0,408800,0,0,131200,
0,0,408800,0,0,131200,
0,0,409400,0,0,130600,
0,0,409400,0,0,130600,
0,0,409400,0,0,130600,
0,0,410000,0,0,130000,
0,0,410000,0,0,130000,
0,0,413600,0,0,126400,
0,0,413000,0,0,127000,
0,0,413000,0,0,127000,
0,0,413000,0,0,127000,
0,0,412400,0,0,127600,
0,0,401600,0,0,138400,
0,0,401600,0,0,138400,
0,0,405800,0,0,134200,
0,0,407600,0,0,132400,
0,0,407600,0,0,132400,
0,0,401600,0,0,138400,
0,0,399800,0,0,140200,
0,0,403400,0,0,136600,
0,0,402800,0,0,137200,
0,0,402800,0,0,137200,
0,0,402800,0,0,137200,
0,0,402200,0,0,137800,
0,0,395000,0,0,145000,
0,0,395000,0,0,145000,
0,0,394400,0,0,145600,
0,0,394400,0,0,145600,
0,0,401600,0,0,138400,
0,0,402200,0,0,137800,
0,0,402200,0,0,137800,
0,0,402200,0,0,137800,
0,0,396200,0,0,143800,
0,0,396200,0,0,143800,
0,0,396200,0,0,143800,
0,0,388400,0,0,151600,
0,0,388400,0,0,151600,
0,0,388400,0,0,151600,
0,0,377000,0,0,163000,
0,0,387800,0,0,152200,
0,0,387800,0,0,152200,
0,0,381800,0,0,158200,
0,0,381800,0,0,158200,
0,0,374600,0,0,165400,
0,0,374000,0,0,166000,
0,0,374000,0,0,166000,
0,0,374000,0,0,166000,
0,0,380000,0,0,160000,
0,0,380000,0,0,160000,
0,0,380000,0,0,160000,
0,0,380600,0,0,159400,
0,0,380600,0,0,159400,
0,0,380600,0,0,159400,
0,0,374600,0,0,165400,
0,0,374600,0,0,165400,
0,0,374600,0,0,165400,
0,0,372200,0,0,167800,
0,0,372200,0,0,167800,
0,0,372200,0,0,167800,
0,0,371600,0,0,168400,
0,0,371600,0,0,168400,
0,0,371600,0,0,168400,
0,0,371000,0,0,169000,
0,0,369200,0,0,170800,
0,0,369200,0,0,170800,
0,0,369200,0,0,170800,
0,0,362000,0,0,178000,
0,0,362000,0,0,178000,
0,0,361400,0,0,178600,
0,0,366800,0,0,173200,
0,0,366800,0,0,173200,
0,0,364400,0,0,175600,
0,0,357200,0,0,182800,
0,0,357200,0,0,182800,
0,0,363200,0,0,176800,
0,0,363200,0,0,176800,
0,0,368600,0,0,171400,
0,0,374600,0,0,165400,
0,0,372800,0,0,167200,
0,0,380000,0,0,160000,
0,0,379400,0,0,160600,
0,0,379400,0,0,160600,
0,0,379400,0,0,160600,
0,0,380000,0,0,160000,
0,0,369200,0,0,170800,
0,0,363800,0,0,176200,
0,0,375200,0,0,164800,
0,0,377000,0,0,163000,
0,0,380600,0,0,159400,
0,0,390200,0,0,149800,
0,0,390200,0,0,149800,
0,0,390200,0,0,149800,
0,0,405200,0,0,134800,
0,0,405200,0,0,134800,
0,0,405200,0,0,134800,
0,0,405800,0,0,134200,
0,0,409400,0,0,130600,
0,0,409400,0,0,130600,
0,0,408800,0,0,131200,
0,0,408800,0,0,131200,
0,0,408800,0,0,131200,
0,0,413000,0,0,127000,
0,0,413000,0,0,127000,
0,0,429200,0,0,110800,
0,0,428600,0,0,111400,
0,0,428600,0,0,111400,
0,0,437600,0,0,102400,
0,0,437600,0,0,102400,
0,0,437600,0,0,102400,
0,0,437600,0,0,102400,
0,0,441800,0,0,98200,
0,0,441800,0,0,98200,
0,0,441800,0,0,98200,
0,0,442400,0,0,97600,
0,0,442400,0,0,97600,
0,0,442400,0,0,97600,
0,0,442400,0,0,97600,
0,0,435200,0,0,104800,
0,0,435200,0,0,104800,
0,0,435800,0,0,104200,
0,0,432200,0,0,107800,
0,0,432200,0,0,107800,
0,0,434600,0,0,105400,
0,0,434600,0,0,105400,
0,0,434600,0,0,105400,
0,0,434000,0,0,106000,
0,0,443000,0,0,97000,
0,0,443000,0,0,97000,
0,0,445400,0,0,94600,
0,0,450800,0,0,89200,
0,0,450800,0,0,89200,
0,0,451400,0,0,88600,
0,0,451400,0,0,88600,
0,0,451400,0,0,88600,
0,0,450800,0,0,89200,
0,0,450800,0,0,89200,
0,0,443600,0,0,96400,
0,0,443000,0,0,97000,
0,0,446600,0,0,93400,
0,0,446600,0,0,93400,
0,0,440600,0,0,99400,
0,0,440600,0,0,99400,
0,0,437000,0,0,103000,
0,0,437600,0,0,102400,
0,0,437600,0,0,102400,
0,0,437600,0,0,102400,
0,0,437000,0,0,103000,
0,0,426200,0,0,113800,
0,0,426200,0,0,113800,
0,0,425600,0,0,114400,
0,0,427400,0,0,112600,
0,0,427400,0,0,112600,
0,0,428000,0,0,112000,
0,0,431600,0,0,108400,
0,0,435200,0,0,104800,
0,0,432800,0,0,107200,
0,0,432800,0,0,107200,
0,0,434600,0,0,105400,
0,0,435200,0,0,104800,
0,0,437000,0,0,103000,
0,0,437000,0,0,103000,
0,0,418700,0,0,121300,
0,0,418700,0,0,121300,
0,0,418700,0,0,121300,
0,0,418100,0,0,121900,
0,0,418100,0,0,121900,
0,0,418100,0,0,121900,
0,0,406700,0,0,133300,
0,0,408500,0,0,131500,
0,0,408500,0,0,131500,
0,0,398900,0,0,141100,
0,0,398900,0,0,141100,
0,0,398900,0,0,141100,
0,0,398300,0,0,141700,
0,0,398300,0,0,141700,
0,0,401900,0,0,138100,
0,0,402500,0,0,137500,
0,0,409700,0,0,130300,
0,0,411500,0,0,128500,
0,0,415700,0,0,124300,
0,0,415700,0,0,124300,
0,0,415700,0,0,124300,
0,0,404300,0,0,135700,
0,0,404300,0,0,135700,
0,0,404300,0,0,135700,
0,0,412100,0,0,127900,
0,0,412100,0,0,127900,
0,0,406700,0,0,133300,
0,0,400700,0,0,139300,
0,0,400700,0,0,139300,
0,0,409700,0,0,130300,
0,0,419300,0,0,120700,
0,0,419300,0,0,120700,
0,0,419300,0,0,120700,
0,0,419900,0,0,120100,
0,0,427100,0,0,112900,
0,0,427100,0,0,112900,
0,0,429500,0,0,110500,
0,0,429500,0,0,110500,
0,0,433100,0,0,106900,
0,0,427100,0,0,112900,
0,0,427100,0,0,112900,
0,0,427100,0,0,112900,
0,0,427700,0,0,112300,
0,0,422300,0,0,117700,
0,0,413300,0,0,126700,
0,0,422900,0,0,117100,
0,0,422900,0,0,117100,
0,0,419300,0,0,120700,
0,0,419900,0,0,120100,
0,0,419900,0,0,120100,
0,0,419900,0,0,120100,
0,0,420500,0,0,119500,
0,0,420500,0,0,119500,
0,0,420500,0,0,119500,
0,0,422900,0,0,117100,
0,0,422900,0,0,117100,
0,0,417500,0,0,122500,
0,0,416900,0,0,123100,
0,0,416900,0,0,123100,
0,0,416900,0,0,123100,
0,0,405500,0,0,134500,
0,0,398300,0,0,141700,
0,0,387500,0,0,152500,
0,0,386900,0,0,153100,
0,0,386900,0,0,153100,
0,0,379700,0,0,160300,
0,0,373700,0,0,166300,
0,0,373700,0,0,166300,
0,0,373700,0,0,166300,
0,0,374300,0,0,165700,
0,0,374300,0,0,165700,
0,0,374300,0,0,165700,
0,0,380300,0,0,159700,
0,0,376700,0,0,163300,
0,0,376700,0,0,163300,
0,0,384500,0,0,155500,
0,0,384500,0,0,155500,
0,0,386300,0,0,153700,
0,0,386900,0,0,153100,
0,0,386900,0,0,153100,
0,0,386900,0,0,153100,
0,0,386300,0,0,153700,
0,0,386300,0,0,153700,
0,0,391700,0,0,148300,
0,0,391100,0,0,148900,
0,0,391100,0,0,148900,
0,0,391100,0,0,148900,
0,0,390500,0,0,149500,
0,0,390500,0,0,149500,
0,0,390500,0,0,149500,
0,0,389900,0,0,150100,
0,0,389900,0,0,150100,
0,0,377300,0,0,162700,
0,0,376700,0,0,163300,
0,0,376700,0,0,163300,
0,0,367700,0,0,172300,
0,0,368300,0,0,171700,
0,0,368300,0,0,171700,
0,0,368300,0,0,171700,
0,0,365900,0,0,174100,
0,0,373100,0,0,166900,
0,0,373100,0,0,166900,
0,0,372500,0,0,167500,
0,0,372500,0,0,167500,
0,0,372500,0,0,167500,
0,0,364700,0,0,175300,
0,0,364700,0,0,175300,
0,0,362900,0,0,177100,
0,0,358700,0,0,181300,
0,0,358700,0,0,181300,
0,0,358700,0,0,181300,
0,0,347600,0,0,192400,
0,0,340400,0,0,199600,
0,0,333200,0,0,206800,
0,0,333800,0,0,206200,
0,0,333800,0,0,206200,
0,0,333800,0,0,206200,
0,0,339800,0,0,200200,
0,0,339800,0,0,200200,
0,0,348800,0,0,191200,
0,0,348800,0,0,191200,
0,0,343400,0,0,196600,
0,0,343400,0,0,196600,
0,0,341000,0,0,199000,
0,0,341000,0,0,199000,
0,0,341000,0,0,199000,
0,0,335000,0,0,205000,
0,0,335000,0,0,205000,
0,0,336800,0,0,203200,
0,0,341000,0,0,199000,
0,0,346400,0,0,193600,
0,0,346400,0,0,193600,
0,0,347000,0,0,193000,
0,0,347000,0,0,193000,
0,0,347000,0,0,193000,
0,0,347600,0,0,192400,
0,0,351200,0,0,188800,
0,0,351200,0,0,188800,
0,0,350600,0,0,189400,
0,0,350600,0,0,189400,
0,0,350600,0,0,189400,
0,0,351200,0,0,188800,
0,0,349400,0,0,190600,
0,0,349400,0,0,190600,
0,0,350000,0,0,190000,
0,0,350000,0,0,190000,
0,0,350000,0,0,190000,
0,0,344000,0,0,196000,
0,0,344000,0,0,196000,
0,0,344000,0,0,196000,
0,0,351800,0,0,188200,
0,0,351800,0,0,188200,
0,0,351800,0,0,188200,
0,0,352400,0,0,187600,
0,0,352400,0,0,187600,
0,0,352400,0,0,187600,
0,0,353000,0,0,187000,
0,0,353000,0,0,187000,
0,0,353000,0,0,187000,
0,0,353600,0,0,186400,
0,0,353600,0,0,186400,
0,0,351800,0,0,188200,
0,0,352400,0,0,187600,
0,0,352400,0,0,187600,
0,0,352400,0,0,187600,
0,0,342800,0,0,197200,
0,0,342800,0,0,197200,
0,0,342800,0,0,197200,
0,0,348800,0,0,191200,
0,0,339800,0,0,200200,
0,0,343400,0,0,196600,
0,0,350900,0,0,189100,
0,0,352700,0,0,187300,
0,0,352700,0,0,187300,
0,0,353300,0,0,186700,
0,0,340700,0,0,199300,
0,0,340700,0,0,199300,
0,0,350300,0,0,189700,
0,0,339500,0,0,200500,
0,0,339500,0,0,200500,
0,0,343700,0,0,196300,
0,0,338300,0,0,201700,
0,0,338300,0,0,201700,
0,0,338900,0,0,201100,
0,0,338900,0,0,201100,
0,0,338900,0,0,201100,
0,0,332900,0,0,207100,
0,0,332900,0,0,207100,
0,0,332900,0,0,207100,
0,0,333500,0,0,206500,
0,0,328100,0,0,211900,
0,0,319100,0,0,220900,
0,0,311300,0,0,228700,
0,0,311300,0,0,228700,
0,0,305900,0,0,234100,
0,0,299900,0,0,240100,
0,0,299900,0,0,240100,
0,0,299900,0,0,240100,
0,0,290300,0,0,249700,
0,0,290300,0,0,249700,
0,0,290300,0,0,249700,
0,0,294500,0,0,245500,
0,0,294500,0,0,245500,
0,0,294500,0,0,245500,
0,0,295100,0,0,244900,
0,0,295100,0,0,244900,
0,0,295100,0,0,244900,
0,0,302900,0,0,237100,
0,0,302900,0,0,237100,
0,0,302900,0,0,237100,
0,0,314000,0,0,226000,
0,0,314000,0,0,226000,
0,0,306800,0,0,233200,
0,0,306200,0,0,233800,
0,0,311600,0,0,228400,
0,0,311600,0,0,228400,
0,0,311000,0,0,229000,
0,0,311000,0,0,229000,
0,0,311000,0,0,229000,
0,0,310400,0,0,229600,
0,0,310400,0,0,229600,
0,0,310400,0,0,229600,
0,0,309800,0,0,230200,
0,0,309800,0,0,230200,
0,0,309800,0,0,230200,
0,0,307400,0,0,232600,
0,0,307400,0,0,232600,
0,0,307400,0,0,232600,
0,0,306800,0,0,233200,
0,0,306800,0,0,233200,
0,0,306800,0,0,233200,
0,0,299000,0,0,241000,
0,0,299000,0,0,241000,
0,0,300800,0,0,239200,
0,0,300200,0,0,239800,
0,0,300200,0,0,239800,
0,0,294800,0,0,245200,
0,0,292400,0,0,247600,
0,0,292400,0,0,247600,
0,0,292400,0,0,247600,
0,0,291800,0,0,248200,
0,0,291800,0,0,248200,
0,0,282800,0,0,257200,
0,0,282200,0,0,257800,
0,0,282200,0,0,257800,
0,0,282200,0,0,257800,
0,0,281600,0,0,258400,
0,0,285200,0,0,254800,
0,0,278000,0,0,262000,
0,0,278600,0,0,261400,
0,0,278600,0,0,261400,
0,0,278600,0,0,261400,
0,0,276200,0,0,263800,
0,0,270800,0,0,269200,
0,0,274400,0,0,265600,
0,0,274400,0,0,265600,
0,0,278000,0,0,262000,
0,0,278000,0,0,262000,
0,0,278600,0,0,261400,
0,0,278600,0,0,261400,
0,0,278600,0,0,261400,
0,0,288200,0,0,251800,
0,0,288200,0,0,251800,
0,0,288200,0,0,251800,
0,0,288800,0,0,251200,
0,0,292400,0,0,247600,
0,0,292400,0,0,247600,
0,0,298400,0,0,241600,
0,0,303800,0,0,236200,
0,0,302000,0,0,238000,
0,0,301400,0,0,238600,
0,0,296000,0,0,244000,
0,0,296000,0,0,244000,
0,0,295400,0,0,244600,
0,0,291800,0,0,248200,
0,0,291800,0,0,248200,
0,0,291200,0,0,248800,
0,0,291200,0,0,248800,
0,0,291200,0,0,248800,
0,0,285200,0,0,254800,
0,0,287000,0,0,253000,
0,0,283400,0,0,256600,
0,0,284000,0,0,256000,
0,0,282200,0,0,257800,
0,0,282200,0,0,257800,
0,0,291800,0,0,248200,
0,0,291800,0,0,248200,
0,0,291800,0,0,248200,
0,0,292400,0,0,247600,
0,0,292400,0,0,247600,
0,0,292400,0,0,247600,
0,0,286400,0,0,253600,
0,0,281000,0,0,259000,
0,0,281000,0,0,259000,
0,0,285200,0,0,254800,
0,0,294200,0,0,245800,
0,0,303200,0,0,236800,
0,0,302600,0,0,237400,
0,0,302600,0,0,237400,
0,0,302600,0,0,237400,
0,0,302000,0,0,238000,
0,0,302000,0,0,238000,
0,0,302000,0,0,238000,
0,0,304100,0,0,235900,
0,0,309500,0,0,230500,
0,0,309500,0,0,230500,
0,0,298100,0,0,241900,
0,0,298100,0,0,241900,
0,0,298100,0,0,241900,
0,0,302300,0,0,237700,
0,0,302300,0,0,237700,
0,0,302300,0,0,237700,
0,0,296300,0,0,243700,
0,0,296300,0,0,243700,
0,0,298100,0,0,241900,
0,0,297500,0,0,242500,
0,0,293900,0,0,246100,
0,0,293900,0,0,246100,
0,0,293300,0,0,246700,
0,0,293300,0,0,246700,
0,0,291500,0,0,248500,
0,0,280400,0,0,259600,
0,0,280400,0,0,259600,
0,0,280400,0,0,259600,
0,0,281000,0,0,259000,
0,0,281000,0,0,259000,
0,0,273800,0,0,266200,
0,0,273200,0,0,266800,
0,0,280400,0,0,259600,
0,0,280400,0,0,259600,
0,0,279800,0,0,260200,
0,0,279800,0,0,260200,
0,0,279800,0,0,260200,
0,0,279800,0,0,260200,
0,0,279800,0,0,260200,
0,0,283400,0,0,256600,
0,0,284000,0,0,256000,
0,0,278600,0,0,261400,
0,0,278600,0,0,261400,
0,0,278000,0,0,262000,
0,0,278000,0,0,262000,
0,0,278000,0,0,262000,
0,0,278600,0,0,261400,
0,0,278600,0,0,261400,
0,0,276800,0,0,263200,
0,0,276200,0,0,263800,
0,0,276200,0,0,263800,
0,0,276200,0,0,263800,
0,0,275600,0,0,264400,
0,0,275600,0,0,264400,
0,0,275600,0,0,264400,
0,0,285200,0,0,254800,
0,0,285200,0,0,254800,
0,0,279800,0,0,260200,
0,0,289400,0,0,250600,
0,0,289400,0,0,250600,
0,0,289400,0,0,250600,
0,0,285200,0,0,254800,
0,0,285200,0,0,254800,
0,0,285200,0,0,254800,
0,0,284600,0,0,255400,
0,0,284600,0,0,255400,
0,0,284600,0,0,255400,
0,0,285200,0,0,254800,
0,0,285200,0,0,254800,
0,0,285200,0,0,254800,
0,0,285800,0,0,254200,
0,0,284000,0,0,256000,
0,0,284000,0,0,256000,
0,0,283400,0,0,256600,
0,0,292400,0,0,247600,
0,0,290600,0,0,249400,
0,0,294800,0,0,245200,
0,0,294800,0,0,245200,
0,0,294800,0,0,245200,
0,0,295400,0,0,244600,
0,0,295400,0,0,244600,
0,0,295400,0,0,244600,
0,0,289400,0,0,250600,
0,0,289400,0,0,250600,
0,0,282200,0,0,257800,
0,0,282800,0,0,257200,
0,0,282800,0,0,257200,
0,0,282800,0,0,257200,
0,0,282200,0,0,257800,
0,0,282200,0,0,257800,
0,0,282200,0,0,257800,
0,0,281600,0,0,258400,
0,0,281600,0,0,258400,
0,0,278000,0,0,262000,
0,0,272000,0,0,268000,
0,0,272000,0,0,268000,
0,0,272000,0,0,268000,
0,0,274400,0,0,265600,
0,0,274400,0,0,265600,
0,0,283400,0,0,256600,
0,0,289400,0,0,250600,
0,0,289400,0,0,250600,
0,0,276800,0,0,263200,
0,0,276800,0,0,263200,
0,0,287600,0,0,252400,
0,0,287600,0,0,252400,
0,0,293600,0,0,246400,
0,0,291800,0,0,248200,
0,0,291800,0,0,248200,
0,0,292400,0,0,247600,
0,0,292400,0,0,247600,
0,0,294200,0,0,245800,
0,0,293600,0,0,246400,
0,0,293600,0,0,246400,
0,0,293600,0,0,246400,
0,0,287600,0,0,252400,
0,0,287600,0,0,252400,
0,0,287600,0,0,252400,
0,0,288200,0,0,251800,
0,0,286400,0,0,253600,
0,0,286400,0,0,253600,
0,0,285800,0,0,254200,
0,0,278600,0,0,261400,
0,0,278600,0,0,261400,
0,0,274400,0,0,265600,
0,0,278000,0,0,262000,
0,0,278000,0,0,262000,
0,0,284000,0,0,256000,
0,0,284000,0,0,256000,
0,0,278600,0,0,261400,
0,0,278000,0,0,262000,
0,0,278000,0,0,262000,
0,0,270800,0,0,269200,
0,0,259400,0,0,280600,
0,0,259400,0,0,280600,
0,0,259400,0,0,280600,
0,0,261800,0,0,278200,
0,0,263600,0,0,276400,
0,0,263600,0,0,276400,
0,0,264200,0,0,275800,
0,0,264200,0,0,275800,
0,0,264200,0,0,275800,
0,0,264800,0,0,275200,
0,0,264800,0,0,275200,
0,0,264800,0,0,275200,
0,0,265400,0,0,274600,
0,0,254600,0,0,285400,
0,0,254600,0,0,285400,
0,0,254000,0,0,286000,
0,0,254000,0,0,286000,
0,0,254000,0,0,286000,
0,0,249800,0,0,290200,
0,0,257000,0,0,283000,
0,0,262400,0,0,277600,
0,0,261800,0,0,278200,
0,0,261800,0,0,278200,
0,0,261800,0,0,278200,
0,0,267800,0,0,272200,
0,0,267800,0,0,272200,
0,0,267800,0,0,272200,
0,0,267200,0,0,272800,
0,0,270800,0,0,269200,
0,0,261800,0,0,278200,
0,0,262400,0,0,277600,
0,0,267800,0,0,272200,
0,0,267800,0,0,272200,
0,0,267200,0,0,272800,
0,0,265400,0,0,274600,
0,0,265400,0,0,274600,
0,0,263300,0,0,276700,
0,0,263300,0,0,276700,
0,0,272300,0,0,267700,
0,0,266300,0,0,273700,
0,0,266300,0,0,273700,
0,0,266300,0,0,273700,
0,0,266900,0,0,273100,
0,0,272300,0,0,267700,
0,0,272300,0,0,267700,
0,0,276500,0,0,263500,
0,0,276500,0,0,263500,
0,0,276500,0,0,263500,
0,0,275900,0,0,264100,
0,0,275900,0,0,264100,
0,0,275900,0,0,264100,
0,0,285200,0,0,254800,
0,0,285200,0,0,254800,
0,0,279800,0,0,260200,
0,0,289400,0,0,250600,
0,0,289400,0,0,250600,
0,0,289400,0,0,250600,
0,0,281600,0,0,258400,
0,0,281600,0,0,258400,
0,0,278000,0,0,262000,
0,0,278600,0,0,261400,
0,0,278600,0,0,261400,
0,0,278600,0,0,261400,
0,0,284600,0,0,255400,
0,0,284600,0,0,255400,
0,0,284600,0,0,255400,
0,0,284000,0,0,256000,
0,0,284000,0,0,256000,
0,0,284000,0,0,256000,
0,0,284600,0,0,255400,
0,0,277400,0,0,262600,
0,0,277400,0,0,262600,
0,0,269900,0,0,270100,
0,0,269900,0,0,270100,
0,0,269900,0,0,270100,
0,0,274100,0,0,265900,
0,0,272300,0,0,267700,
0,0,272300,0,0,267700,
0,0,271700,0,0,268300,
0,0,268100,0,0,271900,
0,0,268100,0,0,271900,
0,0,274100,0,0,265900,
0,0,274100,0,0,265900,
0,0,274100,0,0,265900,
0,0,280100,0,0,259900,
0,0,280100,0,0,259900,
0,0,280100,0,0,259900,
0,0,280700,0,0,259300,
0,0,280700,0,0,259300,
0,0,280700,0,0,259300,
0,0,274700,0,0,265300,
0,0,272900,0,0,267100,
0,0,272900,0,0,267100,
0,0,272900,0,0,267100,
0,0,272900,0,0,267100,
0,0,272900,0,0,267100,
0,0,280700,0,0,259300,
0,0,280700,0,0,259300,
0,0,278900,0,0,261100,
0,0,278300,0,0,261700,
0,0,278300,0,0,261700,
0,0,278300,0,0,261700,
0,0,277700,0,0,262300,
0,0,268700,0,0,271300,
0,0,274100,0,0,265900,
0,0,268100,0,0,271900,
0,0,268100,0,0,271900,
0,0,268100,0,0,271900,
0,0,267500,0,0,272500,
0,0,267500,0,0,272500,
0,0,267500,0,0,272500,
0,0,261500,0,0,278500,
0,0,261500,0,0,278500,
0,0,261500,0,0,278500,
0,0,265700,0,0,274300,
0,0,265700,0,0,274300,
0,0,265700,0,0,274300,
0,0,273500,0,0,266500,
0,0,273500,0,0,266500,
0,0,271700,0,0,268300,
0,0,272300,0,0,267700,
0,0,272300,0,0,267700,
0,0,272300,0,0,267700,
0,0,274700,0,0,265300,
0,0,274700,0,0,265300,
0,0,274700,0,0,265300,
0,0,275300,0,0,264700,
0,0,273500,0,0,266500,
0,0,273500,0,0,266500,
0,0,265700,0,0,274300,
0,0,265700,0,0,274300,
0,0,265700,0,0,274300,
0,0,273500,0,0,266500,
0,0,280700,0,0,259300,
0,0,278900,0,0,261100,
0,0,279500,0,0,260500,
0,0,279500,0,0,260500,
0,0,281300,0,0,258700,
0,0,281300,0,0,258700,
0,0,281300,0,0,258700,
0,0,281300,0,0,258700,
0,0,281900,0,0,258100,
0,0,272900,0,0,267100,
0,0,265700,0,0,274300,
0,0,265100,0,0,274900,
0,0,265100,0,0,274900,
0,0,270500,0,0,269500,
0,0,264500,0,0,275500,
0,0,260900,0,0,279100,
0,0,251900,0,0,288100,
0,0,252500,0,0,287500,
0,0,252500,0,0,287500,
0,0,257900,0,0,282100,
0,0,257300,0,0,282700,
0,0,250100,0,0,289900,
0,0,250100,0,0,289900,
0,0,249500,0,0,290500,
0,0,249500,0,0,290500,
0,0,256700,0,0,283300,
0,0,248900,0,0,291100,
0,0,248900,0,0,291100,
0,0,248900,0,0,291100,
0,0,241400,0,0,298600,
0,0,241400,0,0,298600,
0,0,248600,0,0,291400,
0,0,237200,0,0,302800,
0,0,237200,0,0,302800,
0,0,237200,0,0,302800,
0,0,233000,0,0,307000,
0,0,233000,0,0,307000,
0,0,240200,0,0,299800,
0,0,246200,0,0,293800,
0,0,246200,0,0,293800,
0,0,248000,0,0,292000,
0,0,247400,0,0,292600,
0,0,247400,0,0,292600,
0,0,245600,0,0,294400,
0,0,249800,0,0,290200,
0,0,249800,0,0,290200,
0,0,253400,0,0,286600,
0,0,243800,0,0,296200,
0,0,243800,0,0,296200,
0,0,243800,0,0,296200,
0,0,239600,0,0,300400,
0,0,239600,0,0,300400,
0,0,234200,0,0,305800,
0,0,234800,0,0,305200,
0,0,242000,0,0,298000,
0,0,247400,0,0,292600,
0,0,245000,0,0,295000,
0,0,237800,0,0,302200,
0,0,232400,0,0,307600,
0,0,233000,0,0,307000,
0,0,233000,0,0,307000,
0,0,240200,0,0,299800,
0,0,239600,0,0,300400,
0,0,239600,0,0,300400,
0,0,239600,0,0,300400,
0,0,230000,0,0,310000,
0,0,230000,0,0,310000,
0,0,230000,0,0,310000,
0,0,229400,0,0,310600,
