EXPECTATION,EXPECTATION_RAISE_LIMIT_24,SIMPLE_RANGE_EXP_IMP,EXPECTATION_RAISE_LIMIT_2,EXACT_RANGE_EXP_2,
0,0,0,321600,248400,
0,0,0,321600,248400,
0,0,0,322200,247800,
0,0,0,321600,248400,
0,0,0,327000,243000,
0,0,0,319800,250200,
0,0,0,318000,252000,
0,0,0,317700,252300,
0,0,0,323100,246900,
0,0,0,326700,243300,
0,0,0,326700,243300,
0,0,0,326700,243300,
0,0,0,323700,246300,
0,0,0,312100,257900,
0,0,0,306700,263300,
0,0,0,306700,263300,
0,0,0,299500,270500,
0,0,0,295300,274700,
0,0,0,300700,269300,
0,0,0,306100,263900,
0,0,0,306100,263900,
0,0,0,306100,263900,
0,0,0,298900,271100,
0,0,0,286100,283900,
0,0,0,286100,283900,
0,0,0,286100,283900,
0,0,0,282500,287500,
0,0,0,283100,286900,
0,0,0,282500,287500,
0,0,0,282500,287500,
0,0,0,289700,280300,
0,0,0,289700,280300,
0,0,0,295700,274300,
0,0,0,296300,273700,
0,0,0,296300,273700,
0,0,0,294500,275500,
0,0,0,294500,275500,
0,0,0,290300,279700,
0,0,0,302700,267300,
0,0,0,300900,269100,
0,0,0,300900,269100,
0,0,0,300900,269100,
0,0,0,305700,264300,
0,0,0,317800,252200,
0,0,0,317800,252200,
0,0,0,317800,252200,
0,0,0,319600,250400,
0,0,0,319300,250700,
0,0,0,311500,258500,
0,0,0,311500,258500,
0,0,0,311500,258500,
0,0,0,311500,258500,
0,0,0,311200,258800,
0,0,0,310600,259400,
0,0,0,310600,259400,
0,0,0,310600,259400,
0,0,0,310600,259400,
0,0,0,307000,263000,
0,0,0,307600,262400,
0,0,0,307600,262400,
0,0,0,307600,262400,
0,0,0,307600,262400,
0,0,0,307300,262700,
0,0,0,301300,268700,
0,0,0,301300,268700,
0,0,0,301300,268700,
0,0,0,301300,268700,
0,0,0,301000,269000,
0,0,0,301600,268400,
0,0,0,301600,268400,
0,0,0,301600,268400,
0,0,0,301600,268400,
0,0,0,307600,262400,
0,0,0,307600,262400,
0,0,0,307600,262400,
0,0,0,307600,262400,
0,0,0,307600,262400,
0,0,0,307300,262700,
0,0,0,309700,260300,
0,0,0,309700,260300,
0,0,0,309700,260300,
0,0,0,302500,267500,
0,0,0,308500,261500,
0,0,0,307900,262100,
0,0,0,307900,262100,
0,0,0,306100,263900,
0,0,0,306100,263900,
0,0,0,312100,257900,
0,0,0,308500,261500,
0,0,0,308500,261500,
0,0,0,308500,261500,
0,0,0,308500,261500,
0,0,0,308200,261800,
0,0,0,312400,257600,
0,0,0,312400,257600,
0,0,0,312400,257600,
0,0,0,316000,254000,
0,0,0,315400,254600,
0,0,0,310000,260000,
0,0,0,304600,265400,
0,0,0,297400,272600,
0,0,0,297400,272600,
0,0,0,293200,276800,
0,0,0,298000,272000,
0,0,0,298000,272000,
0,0,0,298000,272000,
0,0,0,298000,272000,
0,0,0,304000,266000,
0,0,0,316000,254000,
0,0,0,316000,254000,
0,0,0,316000,254000,
0,0,0,310600,259400,
0,0,0,304000,266000,
0,0,0,303400,266600,
0,0,0,303400,266600,
0,0,0,303400,266600,
0,0,0,303400,266600,
0,0,0,304000,266000,
0,0,0,304600,265400,
0,0,0,311800,258200,
0,0,0,311800,258200,
0,0,0,311800,258200,
0,0,0,311500,258500,
0,0,0,312100,257900,
0,0,0,310300,259700,
0,0,0,310300,259700,
0,0,0,310300,259700,
0,0,0,310000,260000,
0,0,0,310600,259400,
0,0,0,310600,259400,
0,0,0,314200,255800,
0,0,0,314200,255800,
0,0,0,316600,253400,
0,0,0,312700,257300,
0,0,0,312700,257300,
0,0,0,312700,257300,
0,0,0,310900,259100,
0,0,0,310600,259400,
0,0,0,301500,268500,
0,0,0,301500,268500,
0,0,0,301500,268500,
0,0,0,305100,264900,
0,0,0,305700,264300,
0,0,0,305100,264900,
0,0,0,303300,266700,
0,0,0,303300,266700,
0,0,0,303300,266700,
0,0,0,309300,260700,
0,0,0,309900,260100,
0,0,0,309900,260100,
0,0,0,308100,261900,
0,0,0,308100,261900,
0,0,0,308700,261300,
0,0,0,309300,260700,
0,0,0,309300,260700,
0,0,0,309300,260700,
0,0,0,309300,260700,
0,0,0,309900,260100,
0,0,0,329600,240400,
0,0,0,336800,233200,
0,0,0,336800,233200,
0,0,0,333200,236800,
0,0,0,332900,237100,
0,0,0,329900,240100,
0,0,0,337100,232900,
0,0,0,337100,232900,
0,0,0,337100,232900,
0,0,0,336800,233200,
0,0,0,330800,239200,
0,0,0,327200,242800,
0,0,0,327200,242800,
0,0,0,327200,242800,
0,0,0,329600,240400,
0,0,0,329000,241000,
0,0,0,329000,241000,
0,0,0,329000,241000,
0,0,0,329000,241000,
0,0,0,328700,241300,
0,0,0,329300,240700,
0,0,0,329300,240700,
0,0,0,329300,240700,
0,0,0,336500,233500,
0,0,0,338900,231100,
0,0,0,332000,238000,
0,0,0,332000,238000,
0,0,0,328400,241600,
0,0,0,328400,241600,
0,0,0,329000,241000,
0,0,0,326000,244000,
0,0,0,326000,244000,
0,0,0,326000,244000,
0,0,0,326000,244000,
0,0,0,325700,244300,
0,0,0,320900,249100,
0,0,0,328100,241900,
0,0,0,333500,236500,
0,0,0,333500,236500,
0,0,0,332900,237100,
0,0,0,338900,231100,
0,0,0,338900,231100,
0,0,0,338900,231100,
0,0,0,337100,232900,
0,0,0,337700,232300,
0,0,0,338300,231700,
0,0,0,338300,231700,
0,0,0,343700,226300,
0,0,0,349100,220900,
0,0,0,348800,221200,
0,0,0,354200,215800,
0,0,0,350600,219400,
0,0,0,357800,212200,
0,0,0,357800,212200,
0,0,0,357500,212500,
0,0,0,361700,208300,
0,0,0,361700,208300,
0,0,0,356300,213700,
0,0,0,356300,213700,
0,0,0,356000,214000,
0,0,0,355400,214600,
0,0,0,355400,214600,
0,0,0,355400,214600,
0,0,0,355400,214600,
0,0,0,354800,215200,
0,0,0,355400,214600,
0,0,0,355400,214600,
0,0,0,355400,214600,
0,0,0,355400,214600,
0,0,0,357800,212200,
0,0,0,357200,212800,
0,0,0,357200,212800,
0,0,0,351800,218200,
0,0,0,351800,218200,
0,0,0,351500,218500,
0,0,0,365200,204800,
0,0,0,365200,204800,
0,0,0,366400,203600,
0,0,0,373600,196400,
0,0,0,379600,190400,
0,0,0,380200,189800,
0,0,0,383800,186200,
0,0,0,383800,186200,
0,0,0,382000,188000,
0,0,0,382600,187400,
0,0,0,397000,173000,
0,0,0,397000,173000,
0,0,0,397000,173000,
0,0,0,397000,173000,
0,0,0,396700,173300,
0,0,0,390700,179300,
0,0,0,392500,177500,
0,0,0,392500,177500,
0,0,0,392500,177500,
0,0,0,396700,173300,
0,0,0,397300,172700,
0,0,0,404500,165500,
0,0,0,404500,165500,
0,0,0,404500,165500,
0,0,0,399700,170300,
0,0,0,399100,170900,
0,0,0,397300,172700,
0,0,0,397300,172700,
0,0,0,400900,169100,
0,0,0,400600,169400,
0,0,0,401200,168800,
0,0,0,401200,168800,
0,0,0,401200,168800,
0,0,0,401200,168800,
0,0,0,401800,168200,
0,0,0,390300,179700,
0,0,0,386700,183300,
0,0,0,386700,183300,
0,0,0,386700,183300,
0,0,0,387300,182700,
0,0,0,401300,168700,
0,0,0,401300,168700,
0,0,0,401300,168700,
0,0,0,399500,170500,
0,0,0,404900,165100,
0,0,0,404300,165700,
0,0,0,404300,165700,
0,0,0,404300,165700,
0,0,0,404300,165700,
0,0,0,404000,166000,
0,0,0,404600,165400,
0,0,0,410000,160000,
0,0,0,410000,160000,
0,0,0,406400,163600,
0,0,0,406100,163900,
0,0,0,406700,163300,
0,0,0,406700,163300,
0,0,0,412100,157900,
0,0,0,406700,163300,
0,0,0,406100,163900,
0,0,0,406700,163300,
0,0,0,406700,163300,
0,0,0,406700,163300,
0,0,0,404900,165100,
0,0,0,410900,159100,
0,0,0,410300,159700,
0,0,0,404900,165100,
0,0,0,406700,163300,
0,0,0,404900,165100,
0,0,0,402500,167500,
0,0,0,401900,168100,
0,0,0,401900,168100,
0,0,0,401900,168100,
0,0,0,409100,160900,
0,0,0,408800,161200,
0,0,0,405800,164200,
0,0,0,405800,164200,
0,0,0,405800,164200,
0,0,0,405800,164200,
0,0,0,406400,163600,
0,0,0,405800,164200,
0,0,0,402200,167800,
0,0,0,404000,166000,
0,0,0,400400,169600,
0,0,0,395600,174400,
0,0,0,376300,193700,
0,0,0,376300,193700,
0,0,0,381700,188300,
0,0,0,376300,193700,
0,0,0,376900,193100,
0,0,0,377500,192500,
0,0,0,372100,197900,
0,0,0,372100,197900,
0,0,0,372100,197900,
0,0,0,372700,197300,
0,0,0,373300,196700,
0,0,0,380500,189500,
0,0,0,373300,196700,
0,0,0,378700,191300,
0,0,0,378700,191300,
0,0,0,379300,190700,
0,0,0,375700,194300,
0,0,0,375700,194300,
0,0,0,382900,187100,
0,0,0,382600,187400,
0,0,0,383200,186800,
0,0,0,377800,192200,
0,0,0,377800,192200,
0,0,0,377800,192200,
0,0,0,377500,192500,
0,0,0,370300,199700,
0,0,0,370300,199700,
0,0,0,370300,199700,
0,0,0,372100,197900,
0,0,0,371800,198200,
0,0,0,376000,194000,
0,0,0,372400,197600,
0,0,0,372400,197600,
0,0,0,367000,203000,
0,0,0,366700,203300,
0,0,0,363700,206300,
0,0,0,363700,206300,
0,0,0,360100,209900,
0,0,0,352900,217100,
0,0,0,352600,217400,
0,0,0,358000,212000,
0,0,0,358000,212000,
0,0,0,358000,212000,
0,0,0,363400,206600,
0,0,0,363100,206900,
0,0,0,369600,200400,
0,0,0,369600,200400,
0,0,0,369600,200400,
0,0,0,376800,193200,
0,0,0,376500,193500,
0,0,0,378900,191100,
0,0,0,378900,191100,
0,0,0,378900,191100,
0,0,0,378900,191100,
0,0,0,378600,191400,
0,0,0,378600,191400,
0,0,0,378600,191400,
0,0,0,378600,191400,
0,0,0,378600,191400,
0,0,0,376800,193200,
0,0,0,370800,199200,
0,0,0,370800,199200,
0,0,0,378000,192000,
0,0,0,379800,190200,
0,0,0,373800,196200,
0,0,0,374400,195600,
0,0,0,374400,195600,
0,0,0,376200,193800,
0,0,0,372600,197400,
0,0,0,378600,191400,
0,0,0,373200,196800,
0,0,0,373200,196800,
0,0,0,380400,189600,
0,0,0,380400,189600,
0,0,0,381000,189000,
0,0,0,387000,183000,
0,0,0,383400,186600,
0,0,0,390600,179400,
0,0,0,390600,179400,
0,0,0,391200,178800,
0,0,0,397200,172800,
0,0,0,395400,174600,
0,0,0,395400,174600,
0,0,0,402600,167400,
0,0,0,402300,167700,
0,0,0,409700,160300,
0,0,0,402500,167500,
0,0,0,402500,167500,
0,0,0,402500,167500,
0,0,0,397700,172300,
0,0,0,394100,175900,
0,0,0,394100,175900,
0,0,0,394100,175900,
0,0,0,401300,168700,
0,0,0,405500,164500,
0,0,0,404900,165100,
0,0,0,403100,166900,
0,0,0,403100,166900,
0,0,0,406700,163300,
0,0,0,406400,163600,
0,0,0,407000,163000,
0,0,0,414200,155800,
0,0,0,416000,154000,
0,0,0,412400,157600,
0,0,0,412100,157900,
0,0,0,412100,157900,
0,0,0,408500,161500,
0,0,0,408500,161500,
0,0,0,408500,161500,
0,0,0,408200,161800,
0,0,0,414200,155800,
0,0,0,414200,155800,
0,0,0,408800,161200,
0,0,0,407000,163000,
0,0,0,407600,162400,
0,0,0,408200,161800,
0,0,0,415400,154600,
0,0,0,415400,154600,
0,0,0,415400,154600,
0,0,0,414800,155200,
0,0,0,420800,149200,
0,0,0,420800,149200,
0,0,0,417200,152800,
0,0,0,417200,152800,
0,0,0,423200,146800,
0,0,0,422600,147400,
0,0,0,429800,140200,
0,0,0,429800,140200,
0,0,0,429800,140200,
0,0,0,429500,140500,
0,0,0,427100,142900,
0,0,0,423500,146500,
0,0,0,428900,141100,
0,0,0,421700,148300,
0,0,0,427700,142300,
0,0,0,427700,142300,
0,0,0,422300,147700,
0,0,0,422300,147700,
0,0,0,422300,147700,
0,0,0,428300,141700,
0,0,0,428300,141700,
0,0,0,428300,141700,
0,0,0,428300,141700,
0,0,0,421100,148900,
0,0,0,427100,142900,
0,0,0,409000,161000,
0,0,0,409000,161000,
0,0,0,409000,161000,
0,0,0,409000,161000,
0,0,0,408700,161300,
0,0,0,404500,165500,
0,0,0,411700,158300,
0,0,0,409900,160100,
0,0,0,409900,160100,
0,0,0,409600,160400,
0,0,0,410200,159800,
0,0,0,410200,159800,
0,0,0,410200,159800,
0,0,0,410200,159800,
0,0,0,409600,160400,
0,0,0,407800,162200,
0,0,0,407800,162200,
0,0,0,406000,164000,
0,0,0,406000,164000,
0,0,0,400000,170000,
0,0,0,400600,169400,
0,0,0,400600,169400,
0,0,0,400600,169400,
0,0,0,406000,164000,
0,0,0,406600,163400,
0,0,0,409000,161000,
0,0,0,410800,159200,
0,0,0,409000,161000,
0,0,0,405400,164600,
0,0,0,405100,164900,
0,0,0,405700,164300,
0,0,0,412900,157100,
0,0,0,412900,157100,
0,0,0,412900,157100,
0,0,0,417100,152900,
0,0,0,432300,137700,
0,0,0,432300,137700,
0,0,0,425100,144900,
0,0,0,425100,144900,
0,0,0,431100,138900,
0,0,0,430500,139500,
0,0,0,434100,135900,
0,0,0,434100,135900,
0,0,0,434100,135900,
0,0,0,428100,141900,
0,0,0,428100,141900,
0,0,0,433500,136500,
0,0,0,433500,136500,
0,0,0,440700,129300,
0,0,0,440400,129600,
0,0,0,463100,106900,
0,0,0,468500,101500,
0,0,0,466700,103300,
0,0,0,466700,103300,
0,0,0,466400,103600,
0,0,0,465800,104200,
0,0,0,465800,104200,
0,0,0,465800,104200,
0,0,0,465800,104200,
0,0,0,471800,98200,
0,0,0,455200,114800,
0,0,0,455200,114800,
0,0,0,449800,120200,
0,0,0,449800,120200,
0,0,0,449500,120500,
0,0,0,441300,128700,
0,0,0,443100,126900,
0,0,0,443100,126900,
0,0,0,443100,126900,
0,0,0,442800,127200,
0,0,0,445200,124800,
0,0,0,445200,124800,
0,0,0,450600,119400,
0,0,0,456000,114000,
0,0,0,456600,113400,
0,0,0,450600,119400,
0,0,0,450600,119400,
0,0,0,457800,112200,
0,0,0,456000,114000,
0,0,0,462000,108000,
0,0,0,486600,83400,
0,0,0,481200,88800,
0,0,0,481200,88800,
0,0,0,481200,88800,
0,0,0,487200,82800,
0,0,0,487200,82800,
0,0,0,483600,86400,
0,0,0,490800,79200,
0,0,0,496200,73800,
0,0,0,495900,74100,
0,0,0,495300,74700,
0,0,0,495300,74700,
0,0,0,502500,67500,
0,0,0,502500,67500,
0,0,0,502200,67800,
0,0,0,497400,72600,
0,0,0,495600,74400,
0,0,0,495600,74400,
0,0,0,495600,74400,
0,0,0,495000,75000,
0,0,0,495600,74400,
0,0,0,495600,74400,
0,0,0,501000,69000,
0,0,0,501000,69000,
0,0,0,500700,69300,
0,0,0,500100,69900,
0,0,0,500100,69900,
0,0,0,500100,69900,
0,0,0,507300,62700,
0,0,0,507900,62100,
0,0,0,507300,62700,
0,0,0,507300,62700,
0,0,0,507300,62700,
0,0,0,514500,55500,
0,0,0,514200,55800,
0,0,0,513600,56400,
0,0,0,513600,56400,
0,0,0,513600,56400,
0,0,0,519000,51000,
0,0,0,518700,51300,
0,0,0,519300,50700,
0,0,0,513900,56100,
0,0,0,513900,56100,
0,0,0,513900,56100,
0,0,0,514500,55500,
0,0,0,513900,56100,
0,0,0,513900,56100,
0,0,0,513900,56100,
0,0,0,513900,56100,
0,0,0,513600,56400,
0,0,0,513000,57000,
0,0,0,513000,57000,
0,0,0,513000,57000,
0,0,0,513000,57000,
0,0,0,513600,56400,
0,0,0,514200,55800,
0,0,0,514200,55800,
0,0,0,512400,57600,
0,0,0,510600,59400,
0,0,0,510300,59700,
0,0,0,506700,63300,
0,0,0,513900,56100,
0,0,0,513900,56100,
0,0,0,513900,56100,
0,0,0,519900,50100,
0,0,0,520500,49500,
0,0,0,513300,56700,
0,0,0,513300,56700,
0,0,0,513300,56700,
0,0,0,513900,56100,
0,0,0,519900,50100,
0,0,0,514500,55500,
0,0,0,512700,57300,
0,0,0,510900,59100,
0,0,0,511500,58500,
0,0,0,512100,57900,
0,0,0,517500,52500,
0,0,0,517500,52500,
0,0,0,517500,52500,
0,0,0,517200,52800,
0,0,0,523200,46800,
0,0,0,521400,48600,
0,0,0,521400,48600,
0,0,0,519600,50400,
0,0,0,513600,56400,
0,0,0,513600,56400,
0,0,0,513600,56400,
0,0,0,513600,56400,
0,0,0,519000,51000,
0,0,0,518400,51600,
0,0,0,519000,51000,
0,0,0,517200,52800,
0,0,0,517200,52800,
0,0,0,517200,52800,
0,0,0,516900,53100,
0,0,0,507200,62800,
0,0,0,507200,62800,
0,0,0,507200,62800,
0,0,0,514400,55600,
0,0,0,514100,55900,
0,0,0,514700,55300,
0,0,0,514700,55300,
0,0,0,514700,55300,
0,0,0,515900,54100,
0,0,0,515600,54400,
0,0,0,515000,55000,
0,0,0,515000,55000,
0,0,0,515000,55000,
0,0,0,516800,53200,
0,0,0,522800,47200,
0,0,0,523400,46600,
0,0,0,521600,48400,
0,0,0,527000,43000,
0,0,0,527000,43000,
0,0,0,526700,43300,
0,0,0,542000,28000,
0,0,0,542000,28000,
0,0,0,542000,28000,
0,0,0,542000,28000,
0,0,0,548000,22000,
0,0,0,547400,22600,
0,0,0,547400,22600,
0,0,0,540200,29800,
0,0,0,536600,33400,
0,0,0,536300,33700,
0,0,0,525200,44800,
0,0,0,525200,44800,
0,0,0,525200,44800,
0,0,0,530600,39400,
0,0,0,534200,35800,
0,0,0,533600,36400,
0,0,0,533600,36400,
0,0,0,533600,36400,
0,0,0,533600,36400,
0,0,0,534200,35800,
0,0,0,546200,23800,
0,0,0,546200,23800,
0,0,0,539000,31000,
0,0,0,544400,25600,
0,0,0,550400,19600,
0,0,0,549800,20200,
0,0,0,544400,25600,
0,0,0,544400,25600,
0,0,0,544400,25600,
0,0,0,548600,21400,
0,0,0,531700,38300,
0,0,0,531700,38300,
0,0,0,533500,36500,
0,0,0,533500,36500,
0,0,0,533200,36800,
0,0,0,533800,36200,
0,0,0,533800,36200,
0,0,0,533800,36200,
0,0,0,533800,36200,
0,0,0,533500,36500,
0,0,0,534100,35900,
0,0,0,534100,35900,
0,0,0,526900,43100,
0,0,0,523300,46700,
0,0,0,522700,47300,
0,0,0,528700,41300,
0,0,0,534100,35900,
0,0,0,532300,37700,
0,0,0,532300,37700,
0,0,0,538300,31700,
0,0,0,538900,31100,
0,0,0,540700,29300,
0,0,0,540700,29300,
0,0,0,540700,29300,
0,0,0,534700,35300,
0,0,0,534100,35900,
0,0,0,530500,39500,
0,0,0,530500,39500,
0,0,0,530500,39500,
0,0,0,526300,43700,
0,0,0,541100,28900,
0,0,0,541100,28900,
0,0,0,541100,28900,
0,0,0,541100,28900,
0,0,0,540800,29200,
0,0,0,540800,29200,
0,0,0,540800,29200,
0,0,0,540800,29200,
0,0,0,548000,22000,
0,0,0,550400,19600,
0,0,0,550400,19600,
0,0,0,550400,19600,
0,0,0,545000,25000,
0,0,0,545000,25000,
0,0,0,551000,19000,
0,0,0,557000,13000,
0,0,0,553400,16600,
0,0,0,553400,16600,
0,0,0,555200,14800,
0,0,0,555800,14200,
0,0,0,561800,8200,
0,0,0,561800,8200,
0,0,0,561800,8200,
0,0,0,561800,8200,
0,0,0,561500,8500,
0,0,0,562100,7900,
0,0,0,569300,700,
0,0,0,569300,700,
0,0,0,568600,1400,
0,0,0,570000,0,
